episode,episode_seed,episode_return,decision_count,normal_action_count,forced_action_count,random_action_count,policy_action_count,local_action_count,edge_action_count,cloud_action_count,drop_action_count,total_jobs,completed_jobs,dropped_jobs,unresolved_jobs,queued_jobs,started_from_waiting_jobs,waiting_timeout_drops,max_waiting_queue_length,remaining_waiting_jobs,simulation_end_time,episode_updates,global_decision_steps,global_normal_action_steps,replay_size,replay_trainable_size,replay_forced_size,masac_update_step,critic_loss,q1_loss,q2_loss,actor_loss,alpha_loss,alpha,policy_entropy,target_entropy,mean_q1,mean_q2,mean_target_q,wall_time_seconds,per_agent_returns
11,52,672.4065700239387,1000,1000,0,0,1000,317,0,683,0,1000,784,216,0,190,30,160,68,0,8000.2652107853155,1000,12409,12395,12409,12395,14,11396,5.307204027891159,2.6281305507421493,2.679073480844498,-51.17578670883179,2.172971111536026,0.31109756231307983,0.35197747860848905,2.137796601295471,49.23652066040039,49.23647257232666,49.238584480285645,14.949159700001474,"{""DC-1"": 291.5575982655315, ""DC-2"": 94.12114481621589, ""DC-3"": 210.3729756870051, ""DC-4"": -156.79773818953333, ""DC-5"": 233.15258944471952}"
12,53,799.4053994297235,1004,1004,0,0,1004,211,4,789,0,1000,832,168,0,122,16,106,52,0,8933.719005069728,1004,13413,13399,13413,13399,14,12400,5.348616614759681,2.6537421965504073,2.694874409304197,-54.33092969537256,1.9162696325683974,0.34275805950164795,0.4266384092875686,2.1384014040825376,52.50861232499202,52.50804682271889,52.50844601331004,17.520688799995696,"{""DC-1"": 241.4981969905036, ""DC-2"": -6.202521991681163, ""DC-3"": 228.69825356665686, ""DC-4"": 102.9938689972547, ""DC-5"": 232.417601866989}"
13,54,786.7755489718475,1006,1006,0,0,1006,265,6,735,0,1000,823,177,0,155,36,119,34,0,8464.815496201169,1008,14419,14405,14419,14405,14,13408,5.65326636627553,2.7948192011505837,2.858447181918318,-57.68947075662159,1.6633984288052908,0.3773692846298218,0.512426501346959,2.1383271754261046,55.97247306884281,55.974094500617376,55.970936041029674,16.390939699995215,"{""DC-1"": 263.90240239663814, ""DC-2"": 133.19670222059577, ""DC-3"": 117.3287338220901, ""DC-4"": 146.10655476436526, ""DC-5"": 126.24115576815817}"
14,55,874.7672893243789,1012,1012,0,0,1012,244,12,756,0,1000,845,155,0,123,27,96,47,0,8339.66422412658,1012,15431,15417,15431,15417,14,14420,6.083763666303732,3.0228649923217157,3.0608986696235747,-60.914593519429445,1.4597380945805034,0.4160347878932953,0.5622774623776142,2.1385312151060747,59.19593257677885,59.19665541667712,59.19607766343671,15.219658899994101,"{""DC-1"": 279.0477711620968, ""DC-2"": 272.7158929281418, ""DC-3"": 119.44215756252754, ""DC-4"": 41.56695036080473, ""DC-5"": 161.99451731080782}"
15,56,-37.86077587793016,1016,1016,0,0,1016,525,16,475,0,1000,619,381,0,393,47,346,102,0,8771.457996287148,1016,16447,16433,16447,16433,14,15436,6.576256995126019,3.2786209982211196,3.2976360000728624,-64.63291335669089,1.258961871383697,0.4587984085083008,0.6184733216100791,2.1383159547809543,62.85751138146468,62.860281948029524,62.855767047311375,14.309445799997775,"{""DC-1"": 253.7249750704829, ""DC-2"": -125.36847648980489, ""DC-3"": -181.17264972422166, ""DC-4"": -6.340768913245993, ""DC-5"": 21.296144178859645}"
16,57,470.80147273964906,1013,1013,0,0,1013,411,13,589,0,1000,736,264,0,278,50,228,82,0,8052.737969089605,1012,17460,17446,17460,17446,14,16448,6.991643809047141,3.4772479836884225,3.514395848800071,-67.3067336289779,1.0271065242205684,0.5042657256126404,0.7360298887425261,2.1383916973596504,65.58511442629245,65.58543872079359,65.58040575547652,14.406048799995915,"{""DC-1"": 246.76283602085763, ""DC-2"": 35.75126551523503, ""DC-3"": 37.54509775102761, ""DC-4"": -100.56943535097955, ""DC-5"": 251.3117088035086}"
17,58,146.2847478022077,1083,1082,1,0,1082,463,83,536,1,1000,682,318,0,319,47,272,91,0,8006.594838563784,1084,18543,18528,18543,18528,15,17532,7.555209297975491,3.754188926127564,3.8010203522729697,-70.00546506762065,0.8077180030930966,0.5567386150360107,0.8684810742570905,2.138620812954498,68.3164653285403,68.31542326163542,68.31560523395609,15.450293100002455,"{""DC-1"": 57.88540362444907, ""DC-2"": -147.65100943832053, ""DC-3"": 61.23128155631158, ""DC-4"": 57.883634761629224, ""DC-5"": 116.93543729813845}"
18,59,184.94190422992088,1088,1087,1,0,1087,529,88,470,1,1000,682,318,0,346,67,279,65,0,8122.594616528413,1084,19631,19615,19631,19615,16,18616,7.42845842055289,3.6931489743429795,3.735309455557503,-73.37571959829859,0.5896281424043803,0.6122816205024719,1.046004542455462,2.1397082060025627,71.63195917615151,71.63241796036048,71.63179705151772,15.673316200001864,"{""DC-1"": 93.42732071768387, ""DC-2"": -57.1558836622462, ""DC-3"": -20.99399186682016, ""DC-4"": 91.46912618610128, ""DC-5"": 78.1953328552022}"
19,60,322.00195436607873,1069,1069,0,0,1069,489,69,511,0,1000,708,292,0,303,51,252,45,0,7374.05007181681,1072,20700,20684,20700,20684,16,19688,8.21963108987061,4.067730697678097,4.151900381294649,-77.09789866120067,0.41758337027546183,0.6712362170219421,1.2028090425058087,2.1397454505091282,75.32813766821107,75.33288551444438,75.33040030322857,15.715443200009759,"{""DC-1"": 135.0927103584822, ""DC-2"": -8.649981107013204, ""DC-3"": 77.62596728246902, ""DC-4"": 2.7347714303095145, ""DC-5"": 115.198486401831}"
20,61,344.6222529466473,1128,1128,0,0,1128,461,128,539,0,1000,732,268,0,299,79,220,47,0,7856.23491546207,1128,21828,21812,21828,21812,16,20816,9.293996288209943,4.639550888052224,4.654445413367968,-81.19553685019203,0.27284327985599954,0.7370256781578064,1.3672688588605706,2.1395180223258676,79.34025433046598,79.34229564666748,79.33510078944212,15.9779789000022,"{""DC-1"": 150.70688802041963, ""DC-2"": 142.70738651407936, ""DC-3"": 119.15174063068497, ""DC-4"": -89.5846265981102, ""DC-5"": 21.64086437957384}"
21,62,144.64853823284383,1140,1139,1,0,1139,527,140,472,1,1000,684,316,0,345,65,280,31,0,8705.592185835698,1136,22968,22951,22968,22951,17,21952,9.240841718206942,4.607494531487915,4.63334718336102,-85.25994897224534,0.16266203307035104,0.8076533079147339,1.5168482935134793,2.1402604363753763,83.33137682122243,83.329744231533,83.33188570721049,16.15379810000013,"{""DC-1"": -18.00052217396818, ""DC-2"": -45.90807597984398, ""DC-3"": 102.81160081436309, ""DC-4"": 28.579797273263587, ""DC-5"": 77.16573829902943}"
22,63,27.753608478861842,1154,1152,2,0,1152,583,154,415,2,1000,654,346,0,389,79,310,48,0,8265.69525948157,1152,24122,24103,24122,24103,19,23104,10.216656893905666,5.066918274801639,5.149738631107741,-89.29694551891751,0.08378436030276741,0.8843560814857483,1.647446862111489,2.1403998070293,87.26885092258453,87.26708177725475,87.26666500171025,16.833039599994663,"{""DC-1"": 55.75579120679655, ""DC-2"": -61.39914800319628, ""DC-3"": 82.19257870020182, ""DC-4"": -28.85107851071486, ""DC-5"": -19.94453491422535}"
23,64,195.27935067289326,1220,1217,3,0,1217,544,220,453,3,1000,706,294,0,323,68,255,43,0,8887.001274871798,1220,25342,25320,25342,25320,22,24324,11.577961151130864,5.777167794938947,5.800793365083757,-94.71992585229091,0.029681197767619228,0.9687021970748901,1.766684356673819,2.1401567158151846,92.53908553201644,92.540568973979,92.54091122736696,17.6618804000027,"{""DC-1"": 119.42418541154537, ""DC-2"": 5.4646240206241385, ""DC-3"": 125.70324831586106, ""DC-4"": -111.79046825173845, ""DC-5"": 56.47776117660105}"
24,65,-287.34259534063835,1199,1197,2,0,1197,639,199,359,2,1000,592,408,0,478,96,382,55,0,8513.032584019293,1196,26541,26517,26541,26517,24,25520,11.986762455474572,5.95421683170325,6.032545638323628,-99.97644014262833,-0.002675820950350976,1.0567947626113892,1.8660387792515516,2.1406031217064747,97.66476719833935,97.665287827967,97.65696136449093,18.107237400006852,"{""DC-1"": 91.87333529974943, ""DC-2"": -53.5031939617213, ""DC-3"": -74.02562011437838, ""DC-4"": -66.02625174311437, ""DC-5"": -185.66086482117348}"
25,66,-350.178542940239,1248,1245,3,0,1245,626,248,371,3,1000,589,411,0,460,82,378,43,0,9001.056612059561,1244,27789,27762,27789,27762,27,26764,13.451432085497203,6.662941790182874,6.788490295122674,-106.23925108464968,-0.015223574853079975,1.1404649019241333,1.9732244863770783,2.140771293180165,103.76628424960317,103.76627754015172,103.76380142138319,18.8257494999998,"{""DC-1"": -0.3639315373013994, ""DC-2"": -83.3353244322371, ""DC-3"": -39.97305330410085, ""DC-4"": -100.48999301524408, ""DC-5"": -126.0162406513559}"
26,67,-174.68145938257032,1303,1300,3,0,1300,612,303,385,3,1000,641,359,0,415,90,325,45,0,8594.297626136926,1300,29092,29062,29092,29062,30,28064,15.594522510675283,7.69737318781706,7.897149276825098,-112.90868948716384,-0.015034860005790296,1.2173815965652466,2.047489118392651,2.1405277512623715,110.29756060086764,110.30146362891564,110.29280788715069,22.77172070000961,"{""DC-1"": 137.37751930945478, ""DC-2"": -115.89617021751859, ""DC-3"": -36.679813277175306, ""DC-4"": -100.41098337279232, ""DC-5"": -59.072011824538876}"
27,68,-395.27838586025416,1283,1282,1,0,1282,643,283,356,1,1000,587,413,0,469,85,384,29,0,8492.479129232237,1284,30375,30344,30375,30344,31,29348,15.732161575945739,7.780845793143983,7.951315796728075,-120.15631695922661,-0.007588620419670049,1.2665445804595947,2.105083000901332,2.1404795849063314,117.4146970944984,117.42280015915725,117.40886779737622,20.59785209999245,"{""DC-1"": -53.847492210617254, ""DC-2"": -57.74552013099749, ""DC-3"": -105.61280447538098, ""DC-4"": -72.84028949215279, ""DC-5"": -105.23227955110531}"
28,69,-293.37333106642467,1275,1273,2,0,1273,622,275,376,2,1000,610,390,0,436,78,358,47,0,7818.420169155511,1272,31650,31617,31650,31617,33,30620,17.05733883043505,8.437090141499567,8.62024868818574,-127.78823906520627,-0.0016321770403605195,1.2812265157699585,2.134244539265363,2.1410375957219108,124.99206195687348,124.98956805655041,124.9830180893904,20.375970699999016,"{""DC-1"": -22.611079845232247, ""DC-2"": -77.54707806954343, ""DC-3"": -10.112780644793151, ""DC-4"": -128.94986119406917, ""DC-5"": -54.152531312786934}"
29,70,-203.62326433111272,1319,1317,2,0,1317,615,319,383,2,1000,637,363,0,422,99,323,19,0,7552.936345291446,1316,32969,32934,32969,32934,35,31936,18.330964190438163,9.062848012679254,9.268116156290368,-135.16745747041557,-0.0001979522475347172,1.2804272174835205,2.1396951264161106,2.14051303983097,132.36983861024618,132.38097360141373,132.36144553419305,21.361824199993862,"{""DC-1"": 41.12315096384771, ""DC-2"": -93.4190952686969, ""DC-3"": 71.24023004774476, ""DC-4"": -119.22334923921463, ""DC-5"": -103.34420083479311}"
30,71,-236.42643170256835,1394,1392,2,0,1392,584,394,414,2,1000,651,349,0,399,85,314,16,0,7489.0634452277845,1392,34363,34326,34363,34326,37,33328,22.57594926997848,11.155966482114518,11.419982786151184,-141.55887281483618,0.00029148643412115453,1.274163007736206,2.142406141449665,2.1412366931808404,138.81104305968887,138.8155663808187,138.80785332603017,23.75140530000499,"{""DC-1"": 92.07830137775139, ""DC-2"": -105.40025035736937, ""DC-3"": -9.715863783933028, ""DC-4"": -97.4298987284532, ""DC-5"": -115.95872021056181}"
31,72,-253.73781512024297,1276,1276,0,0,1276,641,276,359,0,1000,615,385,0,465,109,356,27,0,8383.571065696888,1276,35639,35602,35639,35602,37,34604,24.124428065592966,11.925757177197447,12.198670929315321,-148.0685192096196,-0.00030443475318128873,1.2813782691955566,2.139900315704764,2.141221409307378,145.32913399340592,145.32913038199973,145.30822079458207,20.305252699996345,"{""DC-1"": -13.446482520326715, ""DC-2"": -40.4287210014275, ""DC-3"": -82.5068965207243, ""DC-4"": -97.45541088090752, ""DC-5"": -19.900304196856403}"
32,73,-176.3248520691041,1285,1284,1,0,1284,594,285,405,1,1000,638,362,0,396,63,333,63,0,7712.930229121498,1284,36924,36886,36924,36886,38,35888,23.178538117639,11.465788800025654,11.712749275277337,-153.72628050949714,-0.0004347450421024926,1.290771245956421,2.139090899180772,2.140864290923716,150.99505795868015,150.99328985243943,150.97723965035792,22.167842199996812,"{""DC-1"": 78.58583383614274, ""DC-2"": -153.90091627862614, ""DC-3"": 24.13806665681634, ""DC-4"": -50.637843824403284, ""DC-5"": -74.5099924590337}"
33,74,-249.05108855392209,1283,1282,1,0,1282,598,283,401,1,1000,624,376,0,419,77,342,26,0,8818.771422593845,1284,38207,38168,38207,38168,39,37172,24.999428708976673,12.356133765706392,12.643294934357439,-158.38602521189276,-0.00034357314454094216,1.2967901229858398,2.1399988836588517,2.1413464843298415,155.66196692398404,155.67295814823137,155.63997620437004,21.556403599999612,"{""DC-1"": -2.093706346462481, ""DC-2"": 0.3108239109257944, ""DC-3"": -5.871493120594309, ""DC-4"": -122.17987874068413, ""DC-5"": -119.21683425710604}"
34,75,-227.8152489503156,1293,1292,1,0,1292,594,293,405,1,1000,631,369,0,435,103,332,17,0,8894.537220416008,1292,39500,39460,39500,39460,40,38464,26.080991240846853,12.802628906703216,13.278362397254435,-163.26796261813988,-0.0001714016266403959,1.3018702268600464,2.140926901770081,2.1416620615835162,160.53905443362777,160.547482658835,160.52652128709727,20.512081099994248,"{""DC-1"": 17.25281405180209, ""DC-2"": -33.503279712799625, ""DC-3"": 58.87982119272303, ""DC-4"": -153.04358625089336, ""DC-5"": -117.40101823114585}"
35,76,-292.9565340921667,1308,1306,2,0,1306,582,308,416,2,1000,622,378,0,426,84,342,22,0,8462.360164026679,1304,40808,40766,40808,40766,42,39768,24.901519479195766,12.242914636990776,12.658604778943618,-167.74023869286285,0.0001608988132589908,1.299033284187317,2.14167059564883,2.1410796667900556,165.03429299337,165.02665622687778,165.02109213987012,20.74920820000989,"{""DC-1"": 13.130799304174978, ""DC-2"": -89.34907679143014, ""DC-3"": -32.54413607581721, ""DC-4"": -65.85639548274874, ""DC-5"": -118.3377250463445}"
36,77,-232.38577702411,1349,1348,1,0,1348,603,349,396,1,1000,639,361,0,404,81,323,20,0,7548.472771431135,1348,42157,42114,42157,42114,43,41116,27.863047133567424,13.666378198992959,14.19666892979902,-171.7105429674822,-0.00040008062166880365,1.3076916933059692,2.140383192622697,2.1419279050048807,169.01444351920742,169.0122895849211,168.99943524369147,21.58993049999117,"{""DC-1"": 76.32331362266838, ""DC-2"": -68.90581615148801, ""DC-3"": 32.50476301247579, ""DC-4"": -119.58888129773781, ""DC-5"": -152.7191562100271}"
37,78,-211.33563142726945,1318,1316,2,0,1316,607,318,391,2,1000,636,364,0,436,98,338,21,0,7811.645889031926,1316,43475,43430,43475,43430,45,42432,29.11225616823214,14.352239884685238,14.760016270683892,-175.3481784808962,0.00013602244453455144,1.3058197498321533,2.1421859257127016,2.141737578487686,172.6601342546179,172.66195631172158,172.64354269845145,20.993567000012263,"{""DC-1"": 75.87156567672669, ""DC-2"": -71.43753246862452, ""DC-3"": -34.713492924412705, ""DC-4"": -76.50885458985131, ""DC-5"": -104.54731712110706}"
38,79,-169.79292764477296,1297,1296,1,0,1296,594,297,405,1,1000,642,358,0,410,84,326,20,0,8755.201071861542,1296,44772,44726,44772,44726,46,43728,29.103175355696383,14.332250235257325,14.770925178571984,-179.25853257120392,-0.0006147723350205738,1.3170174360275269,2.139493336648117,2.1417769219404383,176.57454467114107,176.57992829216852,176.55046553670624,22.898124800005462,"{""DC-1"": -54.45705915659023, ""DC-2"": 21.322796945155368, ""DC-3"": 60.9109806248541, ""DC-4"": -129.71467273033878, ""DC-5"": -67.85497332785343}"
39,80,-228.59398025362356,1306,1304,2,0,1304,620,306,378,2,1000,630,370,0,444,100,344,39,0,8007.219670583205,1304,46078,46030,46078,46030,48,45032,28.675730447096328,14.053423679862286,14.622306730666775,-183.11051001285483,0.0007798092537661343,1.3021377325057983,2.143922621121436,2.1410707899032193,180.44176302950805,180.44116703571717,180.42776189698765,22.133017499989364,"{""DC-1"": 74.47694417633203, ""DC-2"": -115.0605237054161, ""DC-3"": -5.118788494893366, ""DC-4"": -128.68842578107143, ""DC-5"": -54.20318644857319}"
40,81,-176.72643681810058,1337,1336,1,0,1336,598,337,401,1,1000,650,350,0,430,105,325,19,0,8331.58113527795,1336,47415,47366,47415,47366,49,46368,29.906035862639992,14.68117191780827,15.22486393840727,-186.05478060602428,0.0005169657397454794,1.2939780950546265,2.143577015685464,2.141640981692754,183.4132267729251,183.42634029731065,183.41471085005892,22.22370580000279,"{""DC-1"": 35.98447176722797, ""DC-2"": -49.15015043567093, ""DC-3"": 38.997240488471846, ""DC-4"": -93.34960060531768, ""DC-5"": -109.20839803281137}"
41,82,71.28880016568479,1316,1315,1,0,1315,555,316,444,1,1000,701,299,0,354,83,271,23,0,8995.060884003033,1316,48731,48681,48731,48681,50,47684,32.18829458390326,15.827112279402087,16.36118227116605,-188.71397286273063,-0.0014434889119090497,1.3192766904830933,2.1362499212421544,2.141691979847418,186.07219025864066,186.06554064997061,186.0578090238716,21.971202400003676,"{""DC-1"": 58.462416179604425, ""DC-2"": 57.846976145047925, ""DC-3"": 112.39994320107787, ""DC-4"": -90.1065960289108, ""DC-5"": -67.31393933113428}"
42,83,-298.4178462132568,1343,1339,4,0,1339,625,343,371,4,1000,622,378,0,438,90,348,25,0,7545.314272670806,1340,50074,50020,50074,50020,54,49024,31.52825199739257,15.51516693207755,16.013085101433653,-191.74044487796613,-8.444142974860993e-05,1.3218209743499756,2.1409510187248686,2.141338804942458,189.0565435381078,189.06063769895638,189.0423774263752,23.870919900000445,"{""DC-1"": 23.088530787346087, ""DC-2"": -148.47685252513506, ""DC-3"": 67.50792859648318, ""DC-4"": -124.40297848904447, ""DC-5"": -116.13447458290644}"
43,84,-188.74775200566555,1305,1302,3,0,1302,614,305,383,3,1000,638,362,0,429,98,331,27,0,8241.862185835696,1300,51379,51322,51379,51322,57,50324,34.61207492498251,16.904050149550805,17.70802484989166,-194.0859270418607,0.00010029220602098996,1.3210124969482422,2.141141229409438,2.140848919428312,191.4599807504507,191.4574685082069,191.4500280057467,21.21436359999643,"{""DC-1"": 73.73112185552976, ""DC-2"": 45.31089622680313, ""DC-3"": -26.47476119394931, ""DC-4"": -150.486545174943, ""DC-5"": -130.82846371910637}"
44,85,-210.4486915629299,1335,1331,4,0,1331,608,335,388,4,1000,643,357,0,412,91,321,42,0,8705.592185835698,1332,52714,52653,52714,52653,61,51656,31.34488439774728,15.355177640377939,15.98970678958807,-196.4251198181519,-0.00048529960268579826,1.3272596597671509,2.1396672070563376,2.1413519931985094,193.80261410320844,193.8037762226643,193.7826115490796,21.106871299998602,"{""DC-1"": 59.093045296981835, ""DC-2"": -140.2602561991403, ""DC-3"": -5.431380767200505, ""DC-4"": -9.070043391771446, ""DC-5"": -114.78005650179817}"
45,86,-252.6035730819296,1294,1291,3,0,1291,622,294,375,3,1000,620,380,0,447,99,348,39,0,8590.480913426874,1292,54008,53944,54008,53944,64,52948,27.86083467272413,13.779615495411605,14.081219137268539,-198.7121148478505,0.0007220906544809774,1.3157843351364136,2.1439223592126333,2.141405793535451,196.07671643189232,196.08843746126252,196.06954880469354,20.53254929999821,"{""DC-1"": 39.08711964633159, ""DC-2"": -129.15248459559658, ""DC-3"": 53.90162471482798, ""DC-4"": -102.82858983244265, ""DC-5"": -113.61124301504984}"
46,87,-294.27113646435265,1370,1364,6,0,1364,619,370,375,6,1000,629,371,0,433,92,341,23,0,7024.645091205779,1364,55378,55308,55378,55308,70,54312,31.49719452193755,15.47440072465852,16.02279385181466,-200.44690329588053,-0.00019372456286377698,1.3182188272476196,2.1405311676064542,2.1412623704703324,197.84759537145888,197.86399511298126,197.83224888910647,21.921627700008685,"{""DC-1"": 70.00260010361087, ""DC-2"": -60.562870665032825, ""DC-3"": -89.14393727001132, ""DC-4"": -122.86672418334608, ""DC-5"": -91.70020444957133}"
47,88,-228.20995443324642,1341,1336,5,0,1336,582,341,413,5,1000,643,357,0,407,88,319,19,0,7828.861207326584,1336,56719,56644,56719,56644,75,55648,31.59761930225852,15.446398742541582,16.15122057702727,-202.33966762291456,7.172959014420637e-05,1.319406270980835,2.1410976557317607,2.1409220968534846,199.73259286252323,199.72450715481878,199.70433198620458,21.237787300007767,"{""DC-1"": 52.234188389228805, ""DC-2"": -74.88714918179782, ""DC-3"": -0.7401668816863567, ""DC-4"": -81.63048771676894, ""DC-5"": -123.1863390422217}"
48,89,-301.82326878470303,1359,1355,4,0,1355,576,359,420,4,1000,634,366,0,406,77,329,29,0,8009.201071861543,1352,58078,57999,58078,57999,79,57000,35.22599587814342,17.220042291477586,18.005953743612977,-203.99004851572613,-0.0003937181844932272,1.3267050981521606,2.139377878174274,2.140883839694706,201.41014485105254,201.4145139998938,201.38576956754605,21.62728210000205,"{""DC-1"": -2.3413378757112793, ""DC-2"": -128.5855592279328, ""DC-3"": -41.94214662305258, ""DC-4"": -65.86823276490303, ""DC-5"": -63.085992293101846}"
49,90,-463.24255128946623,1356,1353,3,0,1353,623,356,374,3,1000,592,408,0,455,84,371,39,0,8809.537220416008,1356,59434,59352,59434,59352,82,58356,33.65214048515027,16.488538607207722,17.16360183855777,-205.3087404976904,0.0010480506547038502,1.310308814048767,2.144800684093374,2.1410413120700196,202.75329323152525,202.76121442226534,202.7328228008079,21.795130500002415,"{""DC-1"": -23.370128331459, ""DC-2"": -103.91239120149383, ""DC-3"": -95.97155101970483, ""DC-4"": -126.8108127436389, ""DC-5"": -113.17766799316827}"
