episode,episode_seed,episode_return,decision_count,normal_action_count,forced_action_count,random_action_count,policy_action_count,local_action_count,edge_action_count,cloud_action_count,drop_action_count,total_jobs,completed_jobs,dropped_jobs,unresolved_jobs,queued_jobs,started_from_waiting_jobs,waiting_timeout_drops,max_waiting_queue_length,remaining_waiting_jobs,simulation_end_time,episode_updates,global_decision_steps,global_normal_action_steps,replay_size,replay_trainable_size,replay_forced_size,masac_update_step,critic_loss,q1_loss,q2_loss,actor_loss,alpha_loss,alpha,policy_entropy,target_entropy,mean_q1,mean_q2,mean_target_q,wall_time_seconds,per_agent_returns
11,52,1192.5857928941434,1000,1000,0,0,1000,345,0,655,0,1000,890,110,0,212,102,110,44,0,15926.47495842207,1000,12422,12422,12422,12422,0,11424,5.954830452442169,2.9647852885127066,2.9900451580882073,-67.29467725753784,0.8484351659417152,0.2945069670677185,0.40175105318427085,1.0685971627235413,65.80790666580201,65.80919743728637,65.80487476348877,14.163844900002005,"{""DC-1"": 255.8290164607342, ""DC-2"": 265.5663168803497, ""DC-3"": 185.8136421614002, ""DC-4"": 167.32426970146116, ""DC-5"": 318.05254769019854}"
12,53,1331.6570836541239,1000,1000,0,0,1000,320,0,680,0,1000,922,78,0,190,112,78,32,0,14556.369817868243,1000,13422,13422,13422,13422,0,12424,6.776099897623062,3.3660382538437843,3.410061646223068,-72.13376706695557,0.7451998047828674,0.32442089915275574,0.43404659155011177,1.068618942975998,70.70914978027344,70.70923710632324,70.7047758178711,14.367761600005906,"{""DC-1"": 375.4022512302321, ""DC-2"": 197.8837655226947, ""DC-3"": 327.33582049876367, ""DC-4"": 259.46796145236794, ""DC-5"": 171.56728495006368}"
13,54,1225.386204162224,1003,1003,0,0,1003,387,3,613,0,1000,893,107,0,244,137,107,53,0,19207.21324759689,1004,14425,14425,14425,14425,0,13428,8.12343761146781,4.062615127736828,4.060822474529068,-76.87436698822387,0.6289096646515496,0.3561968207359314,0.4865379427889904,1.0691891735293475,75.50571247875928,75.50464236498829,75.49691637958664,14.320450100000016,"{""DC-1"": 291.72221907701686, ""DC-2"": 241.4131600887501, ""DC-3"": 131.86788627029725, ""DC-4"": 268.30146792727896, ""DC-5"": 292.0814707988808}"
14,55,1298.2129506521212,1006,1006,0,0,1006,364,6,636,0,1000,913,87,0,238,151,87,41,0,15933.592185835698,1004,15431,15431,15431,15431,0,14432,8.934925758981136,4.452610592502522,4.482315179064455,-81.67671658033393,0.5118787600640282,0.38990363478660583,0.5507658101707341,1.0689878700026478,80.3471429756438,80.3442611694336,80.34283292246054,14.347156400006497,"{""DC-1"": 274.32462114686507, ""DC-2"": 263.2845278283337, ""DC-3"": 184.59966974197664, ""DC-4"": 271.4931449598525, ""DC-5"": 304.5109869750931}"
15,56,1130.513316797202,1010,1010,0,0,1010,373,10,627,0,1000,879,121,0,272,151,121,37,0,17191.05661205956,1012,16441,16441,16441,16441,0,15444,8.407544007650007,4.187398776176419,4.220145245137894,-86.01009145744233,0.4186290026947915,0.4266589283943176,0.6026344980470276,1.0689963870368928,84.73573720125341,84.7335621076139,84.73252747275613,14.579763999994611,"{""DC-1"": 211.89147710847288, ""DC-2"": 270.10617552560547, ""DC-3"": 215.76549848312953, ""DC-4"": 218.45277558901716, ""DC-5"": 214.29739009097727}"
16,57,1128.7477324112435,1020,1020,0,0,1020,342,20,658,0,1000,885,115,0,235,120,115,40,0,18847.08566455818,1020,17461,17461,17461,17461,0,16464,8.385919340217814,4.190141361542777,4.195777976103858,-90.12982449251062,0.3416815017514369,0.467467725276947,0.6454676725992969,1.068971399232453,88.91138197954963,88.9062879300585,88.90343592026655,14.709245099977124,"{""DC-1"": 274.04258728674023, ""DC-2"": 162.05657669305913, ""DC-3"": 229.2392006961775, ""DC-4"": 260.8682333439816, ""DC-5"": 202.54113439128616}"
17,58,1024.1193280377684,1024,1024,0,0,1024,400,24,600,0,1000,855,145,0,289,144,145,49,0,17737.941053420524,1024,18485,18485,18485,18485,0,17488,9.666417053551413,4.829806710768025,4.836610334808938,-94.37995588034391,0.25850057961361017,0.5099684000015259,0.709104948444292,1.0692119050072506,93.16116375476122,93.15940951555967,93.15273080766201,14.68882239999948,"{""DC-1"": 347.37294864963815, ""DC-2"": 146.5937031488855, ""DC-3"": 121.78664952387143, ""DC-4"": 182.59917479641464, ""DC-5"": 225.76685191895777}"
18,59,941.295573727607,1032,1032,0,0,1032,431,32,569,0,1000,835,165,0,311,146,165,53,0,15911.984374290467,1032,19517,19517,19517,19517,0,18520,9.228341005338255,4.570887579358826,4.657453457687715,-98.48441640720812,0.1596073505447008,0.5488250255584717,0.8189925201410471,1.0692257415647655,97.29908458946286,97.30281236190204,97.29000422751257,14.815181599988136,"{""DC-1"": 307.96460991116186, ""DC-2"": 219.21962361949963, ""DC-3"": 27.71143640749351, ""DC-4"": 155.37775041214292, ""DC-5"": 231.02215337731008}"
19,60,1254.8756800370181,1033,1033,0,0,1033,400,33,600,0,1000,902,98,0,262,164,98,30,0,16111.28838783866,1032,20550,20550,20550,20550,0,19552,11.776820733796718,5.925119031365066,5.851701724552369,-102.35389084779015,0.0952158866038676,0.5858519077301025,0.9021497577890869,1.0694917158563009,101.14467200937197,101.1487528483073,101.13609915001447,14.90952690000995,"{""DC-1"": 252.45516892677617, ""DC-2"": 253.88355573236944, ""DC-3"": 235.53471590220423, ""DC-4"": 220.6751885204794, ""DC-5"": 292.3270509551896}"
20,61,1270.049398943281,1034,1034,0,0,1034,382,34,618,0,1000,911,89,0,239,150,89,28,0,16350.522513301477,1036,21584,21584,21584,21584,0,20588,12.634395929146917,6.331682457829534,6.302713487829481,-105.98899670457287,0.05491208082872252,0.6196697354316711,0.9612484809054371,1.0694385550657295,104.77618378009575,104.77427943608936,104.7718115920726,15.051594899996417,"{""DC-1"": 313.2623084006466, ""DC-2"": 241.27118376358666, ""DC-3"": 247.10492102427074, ""DC-4"": 195.8692938553081, ""DC-5"": 272.54169189946805}"
21,62,1041.71412492376,1046,1046,0,0,1046,402,46,598,0,1000,863,137,0,288,151,137,42,0,16338.9356760103,1044,22630,22630,22630,22630,0,21632,13.096356068306042,6.570669457373492,6.525686584898338,-109.72776011762947,0.015368496673092445,0.6346322894096375,1.0367824881127055,1.069682958025585,108.52005852593317,108.52078768850743,108.5090169139292,14.940390200004913,"{""DC-1"": 234.36363269955532, ""DC-2"": 281.5149316925873, ""DC-3"": 116.47067585733468, ""DC-4"": 185.82948685353463, ""DC-5"": 223.5353978207494}"
22,63,1210.2103683027963,1057,1057,0,0,1057,395,57,605,0,1000,899,101,0,278,177,101,34,0,15772.461851788597,1056,23687,23687,23687,23687,0,22688,12.594754594745059,6.290430650058569,6.304323923294291,-113.27734448693015,0.0035105139766969705,0.6388450264930725,1.0625251210435773,1.0701753933998672,112.10398838014314,112.10306778098598,112.09055880344275,15.07106119999662,"{""DC-1"": 349.98965894523513, ""DC-2"": 242.64495535826705, ""DC-3"": 209.0298096623038, ""DC-4"": 151.59810715948686, ""DC-5"": 256.9478371775041}"
23,64,1196.7276364413372,1051,1051,0,0,1051,420,51,580,0,1000,894,106,0,272,166,106,32,0,16058.946239131636,1052,24738,24738,24738,24738,0,23740,14.626599708210833,7.3250728428590435,7.301526877136738,-116.25107700652497,-0.00013236549041966976,0.6384150385856628,1.070191915044313,1.0700122928211444,115.1078181828836,115.10134189301117,115.10222278348394,14.503584999998566,"{""DC-1"": 292.9672378058668, ""DC-2"": 270.61060569006264, ""DC-3"": 140.35932114824965, ""DC-4"": 232.52485012073336, ""DC-5"": 260.2656216764251}"
24,65,929.5491507595568,1036,1036,0,0,1036,462,36,538,0,1000,833,167,0,340,173,167,53,0,16730.971312032176,1036,25774,25774,25774,25774,0,24776,14.08771618959066,7.042482808174774,7.045233339416474,-119.29937026123282,0.00041118390738162207,0.6389044523239136,1.069462655996724,1.0702626813332548,118.19248035975865,118.1903026094768,118.17781256156539,15.211594099993818,"{""DC-1"": 146.56338124580327, ""DC-2"": 274.3881957562393, ""DC-3"": 98.18190627900525, ""DC-4"": 206.31729992465574, ""DC-5"": 204.0983675538538}"
25,66,1207.6496181857374,1049,1049,0,0,1049,431,49,569,0,1000,894,106,0,282,176,106,36,0,16798.039218902042,1048,26823,26823,26823,26823,0,25824,15.134257755889237,7.565177775066317,7.569079992425351,-122.20539612078484,0.0005373003504253242,0.6399099826812744,1.068777572448927,1.0700114656040687,121.11774643322893,121.1086640903968,121.10485538453547,15.175445499975467,"{""DC-1"": 273.11367920690697, ""DC-2"": 201.29938829179792, ""DC-3"": 231.19262895731717, ""DC-4"": 232.59664476729947, ""DC-5"": 269.44727696241716}"
26,67,1161.6576743916241,1051,1051,0,0,1051,441,51,559,0,1000,886,114,0,305,191,114,29,0,16399.971312032176,1052,27874,27874,27874,27874,0,26876,16.50997220653998,8.230216776916736,8.279755460332101,-124.69768891860323,0.0006444869120782348,0.6413930058479309,1.0685004732454684,1.0699284203605506,123.63774681816537,123.63854482237377,123.63922254032961,15.125355900003342,"{""DC-1"": 273.8141288054663, ""DC-2"": 292.9609576296607, ""DC-3"": 190.94628392939407, ""DC-4"": 151.21839684196283, ""DC-5"": 252.7179071851388}"
27,68,1160.9930257203807,1038,1038,0,0,1038,475,38,525,0,1000,875,125,0,313,188,125,38,0,16950.792606363848,1040,28912,28912,28912,28912,0,27916,17.591845022715056,8.812361743702338,8.779483287265668,-127.2672332763672,0.0011394990440189408,0.6445437073707581,1.0676097762126189,1.0700550278792014,126.20855756906363,126.20509840891911,126.18890583331768,14.869603900006041,"{""DC-1"": 301.72025247885813, ""DC-2"": 120.8086065585931, ""DC-3"": 233.5619611591339, ""DC-4"": 212.16235362951133, ""DC-5"": 292.7398518942842}"
28,69,1136.3742214532058,1045,1045,0,0,1045,460,45,540,0,1000,875,125,0,318,193,125,28,0,16266.971312032176,1044,29957,29957,29957,29957,0,28960,16.74987801875191,8.3408826976672,8.408995331703931,-129.29855569569088,-0.0007857315954163499,0.6422673463821411,1.07227915405542,1.070387503767379,128.27017749040976,128.2763711264307,128.26687371411086,15.004907299997285,"{""DC-1"": 279.5562628996166, ""DC-2"": 216.57428784614, ""DC-3"": 256.5202663583384, ""DC-4"": 149.26279911466813, ""DC-5"": 234.46060523444248}"
29,70,1206.6965678270565,1044,1044,0,0,1044,415,44,585,0,1000,896,104,0,294,190,104,24,0,17017.9302291215,1044,31001,31001,31001,31001,0,30004,17.406299821946813,8.62882668990285,8.777473106923232,-130.7808730611399,0.0027673978058994175,0.6488809585571289,1.064174080945523,1.0704253433536295,129.78703453531668,129.79553015844118,129.78033283569803,15.185549100016942,"{""DC-1"": 274.1714883148806, ""DC-2"": 253.65451957615403, ""DC-3"": 181.9054879925554, ""DC-4"": 194.41374214798938, ""DC-5"": 302.55132979547665}"
30,71,1077.2122549509538,1053,1053,0,0,1053,452,53,548,0,1000,867,133,0,329,196,133,65,0,17201.188561251434,1052,32054,32054,32054,32054,0,31056,15.103170362262219,7.520505949571559,7.5826644160901635,-132.44432673436154,0.00045885736250651457,0.6506860852241516,1.0694633759133263,1.0705249320871477,131.46132610596632,131.45490882061281,131.4483036070269,15.134665399993537,"{""DC-1"": 308.0097721304411, ""DC-2"": 216.06852120836504, ""DC-3"": 132.8405374867917, ""DC-4"": 164.5379476971083, ""DC-5"": 255.75547642824975}"
31,72,1272.0629682927104,1049,1049,0,0,1049,410,49,590,0,1000,909,91,0,266,175,91,27,0,17245.719005069728,1048,33103,33103,33103,33103,0,32104,18.533966026233355,9.187189879876966,9.346776178774943,-134.27508135788312,-0.0004413627353114723,0.6497029066085815,1.0713596340581661,1.0702757657939241,133.3019739835317,133.30156776195264,133.28164329237612,15.160018299997319,"{""DC-1"": 377.97090014675234, ""DC-2"": 235.91125007259612, ""DC-3"": 247.50495684200476, ""DC-4"": 214.1425827885226, ""DC-5"": 196.53327844283515}"
32,73,1382.6447497955985,1068,1068,0,0,1068,374,68,626,0,1000,942,58,0,232,174,58,24,0,15842.853661397183,1068,34171,34171,34171,34171,0,33172,16.432575490590786,8.118588175443227,8.31398734896817,-135.59133008178253,-0.004936911453591478,0.6372924447059631,1.0817538296685236,1.0704481699939972,134.65984437349584,134.66354613000533,134.64889387780806,15.306782599975122,"{""DC-1"": 343.34321031318484, ""DC-2"": 267.9780787242591, ""DC-3"": 232.1018251146882, ""DC-4"": 258.03088573149006, ""DC-5"": 281.190749911977}"
33,74,1239.253153340282,1054,1054,0,0,1054,419,54,581,0,1000,903,97,0,272,175,97,22,0,16944.894113301132,1056,35225,35225,35225,35225,0,34228,17.302599641184013,8.613744685708573,8.688854945202669,-136.67454325069082,-8.55430584069285e-05,0.6375828981399536,1.070904132035194,1.070669340026198,135.78002256335634,135.77850360581368,135.7686321374142,15.294995999982348,"{""DC-1"": 314.83725300226945, ""DC-2"": 226.80225848747997, ""DC-3"": 235.29629084936587, ""DC-4"": 230.93470336746716, ""DC-5"": 231.3826476336997}"
34,75,1439.7910418053207,1043,1043,0,0,1043,377,43,623,0,1000,947,53,0,243,190,53,21,0,16821.02991680843,1044,36268,36268,36268,36268,0,35272,16.199308682675564,8.064549604823306,8.134759048278305,-138.1365061208206,0.0014130165858436876,0.6402741074562073,1.067252545007344,1.070376695801015,137.2317457966421,137.23341555248274,137.2309886303898,14.981044599990128,"{""DC-1"": 291.07595359138907, ""DC-2"": 293.57779192558445, ""DC-3"": 307.2614455735696, ""DC-4"": 235.99359093464867, ""DC-5"": 311.8822597801298}"
35,76,1095.9430163552793,1030,1030,0,0,1030,420,30,580,0,1000,868,132,0,295,163,132,56,0,19236.92839014449,1028,37298,37298,37298,37298,0,36300,16.216788059078766,8.073752607005115,8.143035473062834,-139.59464679525055,0.0009278095164698646,0.6430648565292358,1.0688907603809341,1.0708854610122132,138.70882639903502,138.70743376735584,138.69330228812964,14.946296199981589,"{""DC-1"": 224.86903809399536, ""DC-2"": 207.3735450989511, ""DC-3"": 175.56980660533182, ""DC-4"": 197.49206975646595, ""DC-5"": 290.6385568005358}"
36,77,1290.0536238793723,1047,1047,0,0,1047,412,47,588,0,1000,912,88,0,281,193,88,26,0,15295.261611352313,1048,38345,38345,38345,38345,0,37348,17.82497597969215,8.808060985371357,9.016914981467123,-141.08059245393477,0.0017544518996701925,0.6469850540161133,1.0667790212590276,1.0706467159831796,140.20441243120732,140.20814565119852,140.18615431457985,15.450548299995717,"{""DC-1"": 325.33699804285413, ""DC-2"": 287.92780933045395, ""DC-3"": 231.42684469044698, ""DC-4"": 170.95223616040485, ""DC-5"": 274.4097356552126}"
37,78,1380.9954794319563,1042,1042,0,0,1042,387,42,613,0,1000,934,66,0,257,191,66,31,0,15741.526109882956,1040,39387,39387,39387,39387,0,38388,16.79127597808838,8.3362657810633,8.4550101641279,-142.0812542988704,-0.00112088548418027,0.644461989402771,1.0732499351295142,1.0707330108835147,141.2393216940073,141.24257224156307,141.2277225641104,15.170549900009064,"{""DC-1"": 326.5972332062758, ""DC-2"": 237.61763649449227, ""DC-3"": 287.43418633146496, ""DC-4"": 181.9081948577805, ""DC-5"": 347.4382285419424}"
38,79,1224.0141667401176,1057,1057,0,0,1057,429,57,571,0,1000,899,101,0,290,189,101,36,0,19235.592185835696,1060,40444,40444,40444,40444,0,39448,16.345750255179855,8.14525645735129,8.200493792655333,-143.2535763434644,-0.0005767138360753515,0.6429728269577026,1.0721778645830335,1.0706968729226094,142.43632908947063,142.42852047614332,142.43685092566147,14.979003100015689,"{""DC-1"": 311.4470459029764, ""DC-2"": 277.79891090292364, ""DC-3"": 234.4417319578806, ""DC-4"": 137.29464721873862, ""DC-5"": 263.0318307575986}"
39,80,1238.2036902861025,1058,1058,0,0,1058,367,58,633,0,1000,910,90,0,233,143,90,32,0,15001.077263983416,1056,41502,41502,41502,41502,0,40504,17.235636742051803,8.450574909873081,8.785061812987834,-144.49087745493108,0.0012120608560949083,0.6459518074989319,1.0679821400254061,1.0706809524333838,143.6408024412213,143.6425775903644,143.62949137254193,14.477883699990343,"{""DC-1"": 280.5528175573433, ""DC-2"": 275.4840284617499, ""DC-3"": 287.9809790354477, ""DC-4"": 128.1398848120314, ""DC-5"": 266.04598041953255}"
40,81,1070.449957538231,1046,1046,0,0,1046,412,46,588,0,1000,869,131,0,297,166,131,38,0,15017.077263983416,1048,42548,42548,42548,42548,0,41552,18.774200855320647,9.400220915788912,9.373979903586948,-145.3772234734688,-0.0034630647199521665,0.6375088095664978,1.0785852966417793,1.0707513528470776,144.56428546759918,144.56395629708095,144.5509024467177,14.700267499982147,"{""DC-1"": 245.73941434172576, ""DC-2"": 194.38614815294017, ""DC-3"": 238.6887590759155, ""DC-4"": 210.028685917204, ""DC-5"": 181.6069500504459}"
41,82,1412.7672639906998,1039,1039,0,0,1039,361,39,639,0,1000,941,59,0,215,156,59,30,0,16360.905851802296,1036,43587,43587,43587,43587,0,42588,19.533781364847794,9.683662489344254,9.850118859394177,-145.70242823597087,0.0020439308146814883,0.6428813338279724,1.0662545282177944,1.0708313594683716,144.89894891981913,144.8957323052248,144.8746787995445,16.269731800013687,"{""DC-1"": 311.2174356739684, ""DC-2"": 305.622125871483, ""DC-3"": 264.1076257896874, ""DC-4"": 222.58867432310782, ""DC-5"": 309.23140233245283}"
42,83,1296.8355222828575,1060,1060,0,0,1060,397,60,603,0,1000,919,81,0,252,171,81,25,0,16813.592185835696,1060,44647,44647,44647,44647,0,43648,19.69980286652187,9.757462421790608,9.942340444168954,-146.20808004703161,0.0002698865820179289,0.6423624753952026,1.0704133145651726,1.0708472151801272,145.41505181654443,145.42361726580927,145.38884915045972,15.990564300009282,"{""DC-1"": 307.42016577861955, ""DC-2"": 309.7094232149797, ""DC-3"": 284.38235611104824, ""DC-4"": 135.11781570729607, ""DC-5"": 260.20576147091396}"
43,84,1367.0116390361823,1054,1054,0,0,1054,400,54,600,0,1000,932,68,0,258,190,68,20,0,15388.063138366728,1056,45701,45701,45701,45701,0,44704,17.173019510778513,8.59312990161054,8.57988960792621,-146.8798595486265,0.0017405396820598098,0.646388053894043,1.0668755869635127,1.070808420239976,146.09558813499683,146.0837420983748,146.06854765342945,15.668702900002245,"{""DC-1"": 286.2619798791289, ""DC-2"": 246.17783405444297, ""DC-3"": 332.99045643262184, ""DC-4"": 247.6236765291886, ""DC-5"": 253.957692140802}"
44,85,1237.1187872205007,1047,1047,0,0,1047,431,47,569,0,1000,900,100,0,276,176,100,23,0,16990.45799628715,1048,46748,46748,46748,46748,0,45752,17.492530621190106,8.774558828987239,8.71797176171805,-147.33843052114239,0.0002488162512277815,0.6472299695014954,1.0700580983330275,1.070628309750375,146.5510251576664,146.56097244670372,146.54318071321677,16.085294599994086,"{""DC-1"": 308.7457542979945, ""DC-2"": 208.84799402036188, ""DC-3"": 231.00021578087313, ""DC-4"": 213.29949623791154, ""DC-5"": 275.2253268833588}"
45,86,1141.0145608227187,1062,1062,0,0,1062,421,62,579,0,1000,883,117,0,275,158,117,29,0,16103.53776638027,1060,47810,47810,47810,47810,0,46812,17.57390185459605,8.860713578507585,8.713188266529228,-147.8289829901929,0.0012241949465670535,0.6498057842254639,1.0677300779324657,1.0704559489241185,147.06459667277787,147.06006098333395,147.05232909580445,16.59171159999096,"{""DC-1"": 290.81990060416217, ""DC-2"": 152.13663299714375, ""DC-3"": 182.32118464981, ""DC-4"": 193.47230987628433, ""DC-5"": 322.2645326953198}"
46,87,1379.5509120323634,1032,1032,0,0,1032,398,32,602,0,1000,929,71,0,260,189,71,20,0,15541.140081967693,1032,48842,48842,48842,48842,0,47844,17.598667593427407,8.90639687439268,8.692270742137303,-148.31130877945773,0.005559632526336115,0.6631885766983032,1.057455831142359,1.0704692411561345,147.5585046960402,147.54996911869492,147.53624228544012,15.3543243999884,"{""DC-1"": 371.76995221225894, ""DC-2"": 213.62531216555436, ""DC-3"": 314.07009685431353, ""DC-4"": 234.74977872519935, ""DC-5"": 245.33577207503782}"
47,88,1311.245256648847,1050,1050,0,0,1050,399,50,601,0,1000,918,82,0,266,184,82,26,0,13584.957395369693,1052,49892,49892,49892,49892,0,48896,18.95214086385734,9.511560061471997,9.440580867882463,-148.90790304031663,-0.00067519393544591,0.662112832069397,1.0721154907583736,1.0705183841883004,148.14647430884068,148.15485666369304,148.13873911810464,16.165400999976555,"{""DC-1"": 323.47665686777134, ""DC-2"": 224.33627356769603, ""DC-3"": 269.89371920347264, ""DC-4"": 214.8000064230937, ""DC-5"": 278.73860058681413}"
48,89,1289.7763015094831,1061,1061,0,0,1061,380,61,620,0,1000,919,81,0,249,168,81,30,0,17450.234915462068,1060,50953,50953,50953,50953,0,49956,18.820419750348577,9.447419723249832,9.373000040481676,-149.3524440117602,-0.0033039978821761905,0.6537207365036011,1.078474796661791,1.07050141512223,148.60980329693487,148.62405841755418,148.60722342437168,15.508512300002621,"{""DC-1"": 317.3141777881292, ""DC-2"": 214.39675847652336, ""DC-3"": 211.56836092544816, ""DC-4"": 269.62063228995504, ""DC-5"": 276.8763720294272}"
49,90,1274.437470397124,1062,1062,0,0,1062,403,62,597,0,1000,914,86,0,273,187,86,28,0,17659.84735688132,1060,52015,52015,52015,52015,0,51016,17.427021585095602,8.76036449772007,8.666657130335862,-149.64574891576228,0.001401585810664022,0.6572795510292053,1.067278160689012,1.0705317295947165,148.93162120603165,148.91775737258624,148.92341789389556,16.159361399972113,"{""DC-1"": 309.65803985221567, ""DC-2"": 208.24280203085306, ""DC-3"": 301.53807789626865, ""DC-4"": 184.8461569756695, ""DC-5"": 270.152393642118}"
