episode,episode_seed,episode_return,decision_count,normal_action_count,forced_action_count,random_action_count,policy_action_count,local_action_count,edge_action_count,cloud_action_count,drop_action_count,total_jobs,completed_jobs,dropped_jobs,unresolved_jobs,queued_jobs,started_from_waiting_jobs,waiting_timeout_drops,max_waiting_queue_length,remaining_waiting_jobs,simulation_end_time,episode_updates,global_decision_steps,global_normal_action_steps,replay_size,replay_trainable_size,replay_forced_size,masac_update_step,critic_loss,q1_loss,q2_loss,actor_loss,alpha_loss,alpha,policy_entropy,target_entropy,mean_q1,mean_q2,mean_target_q,wall_time_seconds,per_agent_returns
11,52,1500.0781942944673,1000,1000,0,0,1000,170,0,830,0,1000,987,13,0,57,47,10,8,0,13130.61888465982,500,12511,12511,12511,11573,938,3756,3.865118712425232,1.9317648913860321,1.9333538196086884,-21.045487701416015,0.4850827845335007,0.10534756630659103,0.3211109473705292,0.535740006685257,18.57402722930908,18.574804573059083,18.576378372192384,8.617096100002527,"{""DC-1"": 372.119528687533, ""DC-2"": 297.8443590644392, ""DC-3"": 298.4499586982789, ""DC-4"": 230.11708303233303, ""DC-5"": 301.54726481188266}"
12,53,1363.6616460789778,1000,1000,0,0,1000,192,0,808,0,1000,969,31,0,113,86,27,15,0,12661.650275420026,500,13511,13511,13511,12573,938,4256,3.870465621948242,1.9313127403259278,1.93915287399292,-24.2788194732666,0.513564378619194,0.10735300928354263,0.3066500398516655,0.5355957999229431,21.82187646484375,21.82141227340698,21.823787216186524,8.49529709998751,"{""DC-1"": 340.36439488366733, ""DC-2"": 225.10813380780877, ""DC-3"": 281.7066597400494, ""DC-4"": 244.19785856707512, ""DC-5"": 272.2845990803761}"
13,54,1411.465053321625,1000,1000,0,0,1000,159,0,841,0,1000,978,22,0,85,65,20,18,0,13544.739635736485,500,14511,14511,14511,13573,938,4756,3.942203092575073,1.9694221475124358,1.97278093957901,-27.36226082611084,0.5727485877275467,0.10976183414459229,0.2780791643857956,0.5359103126525879,24.945043319702147,24.94616201019287,24.94800252532959,8.540864399983548,"{""DC-1"": 291.42887569322585, ""DC-2"": 321.5267668242996, ""DC-3"": 298.8412444634594, ""DC-4"": 221.58457740294148, ""DC-5"": 278.08358893770026}"
14,55,1490.7804234648809,1000,1000,0,0,1000,136,0,864,0,1000,991,9,0,67,61,6,9,0,14340.955385590543,500,15511,15511,15511,14573,938,5256,3.990168768405914,1.9985496566295624,1.9916191160678864,-30.43698125457764,0.6074978737831116,0.11244738847017288,0.2592981956601143,0.5356649374961853,28.043009170532226,28.044405197143554,28.04677113723755,8.699174500012305,"{""DC-1"": 353.53688535273096, ""DC-2"": 264.696510297021, ""DC-3"": 316.79129540006556, ""DC-4"": 257.5666869607595, ""DC-5"": 298.18904545430456}"
15,56,1268.9838662612547,1000,1000,0,0,1000,166,0,834,0,1000,956,44,0,105,62,43,45,0,14627.892478263271,500,16511,16511,16511,15573,938,5756,4.173159635543823,2.0843076808452605,2.0888519523143767,-33.448001556396484,0.6338635838031769,0.11536036431789398,0.24389522504806518,0.5355931158065796,31.073227447509765,31.073307476043702,31.071981777191162,8.126892400032375,"{""DC-1"": 307.41598796298075, ""DC-2"": 320.4863610448045, ""DC-3"": 299.21504890111294, ""DC-4"": 38.16189452677273, ""DC-5"": 303.70457382558374}"
16,57,1453.1037951061396,1000,1000,0,0,1000,154,0,846,0,1000,984,16,0,74,63,11,9,0,13279.720328053358,500,17511,17511,17511,16573,938,6256,4.341464733600616,2.177103851079941,2.164360895037651,-36.425940399169924,0.6453796844482422,0.11840628832578659,0.23489237540960312,0.5354467890262604,34.10987113189697,34.11221215820313,34.12136340332031,8.049718599999323,"{""DC-1"": 331.76873378974227, ""DC-2"": 289.5743517179294, ""DC-3"": 282.6067707792744, ""DC-4"": 268.68618431176617, ""DC-5"": 280.4677545074285}"
17,58,1514.0925262173885,1000,1000,0,0,1000,135,0,865,0,1000,994,6,0,50,45,5,6,0,16453.065168038585,500,18511,18511,18511,17573,938,6756,4.514462035655975,2.262996393203735,2.2514656482934954,-39.43184965515137,0.6568714308738709,0.12158455699682236,0.22561812990903854,0.5353788588047027,37.11562163543701,37.11292092132568,37.118310523986814,8.082248800026719,"{""DC-1"": 346.00957068445484, ""DC-2"": 288.375448005968, ""DC-3"": 302.1826571399023, ""DC-4"": 252.08807901050716, ""DC-5"": 325.4367713765558}"
18,59,1498.0074380469039,1000,1000,0,0,1000,161,0,839,0,1000,989,11,0,67,60,7,10,0,12525.300880610746,500,19511,19511,19511,18573,938,7256,4.707973562002182,2.357204101085663,2.350769463419914,-42.255488876342774,0.6431262454986573,0.12477376312017441,0.22838090884685516,0.5353779900074005,40.018690673828125,40.01951717376709,40.016442924499515,8.000793699990027,"{""DC-1"": 355.039789904477, ""DC-2"": 311.45645557694644, ""DC-3"": 318.58015215954794, ""DC-4"": 227.6577233831061, ""DC-5"": 285.2733170228281}"
19,60,1387.809426976725,1000,1000,0,0,1000,181,0,819,0,1000,969,31,0,85,57,28,19,0,14896.090228102697,500,20511,20511,20511,19573,938,7756,4.815449581623078,2.410057846784592,2.405391739010811,-44.9304903717041,0.6437760746479034,0.12805971503257751,0.2244215094447136,0.5356507678031921,42.75254990386963,42.754692764282225,42.75677890777588,8.139186199987307,"{""DC-1"": 265.1395641505171, ""DC-2"": 303.7921109262003, ""DC-3"": 308.9339438991374, ""DC-4"": 206.2005107891809, ""DC-5"": 303.74329721168937}"
20,61,1469.6714401242518,1000,1000,0,0,1000,161,0,839,0,1000,987,13,0,74,65,9,7,0,16381.640426851582,500,21511,21511,21511,20573,938,8256,5.328926708698273,2.6696834692955016,2.6592432458400728,-47.67109638977051,0.6449144377708435,0.13144484162330627,0.21979961663484573,0.535550517320633,45.438323234558105,45.43797958374024,45.44227580261231,7.982389200013131,"{""DC-1"": 331.1841170570114, ""DC-2"": 308.9249533838902, ""DC-3"": 253.3647128186127, ""DC-4"": 264.0998979250146, ""DC-5"": 312.09775893972295}"
21,62,1543.9135064184834,1000,1000,0,0,1000,130,0,870,0,1000,998,2,0,46,45,1,4,0,13461.892478263271,500,22511,22511,22511,21573,938,8756,5.4392400858402254,2.7230491070747376,2.7161909803152082,-50.164289016723636,0.6436880009174347,0.13491788506507874,0.21611627799272537,0.5354023549556732,48.052539390563965,48.05350867462158,48.05834604644775,8.240659899951424,"{""DC-1"": 376.45655410634555, ""DC-2"": 307.13497045949384, ""DC-3"": 317.0921286153363, ""DC-4"": 244.974170252569, ""DC-5"": 298.25568298473905}"
22,63,1535.499867001357,1000,1000,0,0,1000,141,0,859,0,1000,995,5,0,45,42,3,3,0,12347.811703604591,500,23511,23511,23511,22573,938,9256,5.885331478118896,2.9417963746786118,2.943535111427307,-52.62015548706054,0.6344369714260101,0.1384376436471939,0.21686817705631256,0.5355537736415863,50.49170425415039,50.49108583831787,50.48946878814697,8.569646699994337,"{""DC-1"": 375.4636325004196, ""DC-2"": 299.102246397993, ""DC-3"": 320.26217541598027, ""DC-4"": 238.95815141037008, ""DC-5"": 301.7136612765948}"
23,64,1491.4732875985844,1000,1000,0,0,1000,151,0,849,0,1000,989,11,0,50,41,9,6,0,12952.824518194044,500,24511,24511,24511,23573,938,9756,6.151570621728897,3.081347435116768,3.0702231953144072,-55.02535954284668,0.6466731777191163,0.1421232968568802,0.2063993200659752,0.5356313529014587,52.91138176727295,52.91240424346924,52.9167085647583,8.6389689000207,"{""DC-1"": 365.53894793516673, ""DC-2"": 284.5672281117552, ""DC-3"": 300.87400859039354, ""DC-4"": 268.578397423412, ""DC-5"": 271.9147055378577}"
24,65,1518.527473270007,1000,1000,0,0,1000,146,0,854,0,1000,993,7,0,37,33,4,9,0,12386.606476726352,500,25511,25511,25511,24573,938,10256,6.1017488117218015,3.0572041635513307,3.044544649839401,-57.47201434326172,0.6118779137134552,0.14573359489440918,0.22002105402946473,0.5357137861251831,55.40703338623047,55.41210480499267,55.41767221832276,8.491647699964233,"{""DC-1"": 341.17744524566365, ""DC-2"": 324.02093989663103, ""DC-3"": 300.9107522197306, ""DC-4"": 222.8898543167398, ""DC-5"": 329.5284815912433}"
25,66,514.5987949511921,1000,1000,0,0,1000,381,0,619,0,1000,821,179,0,262,84,178,99,0,13114.662703857442,500,26511,26511,26511,25573,938,10756,7.222291155099869,3.6035866181850436,3.618704523086548,-60.1525074005127,0.5040917218923568,0.1488637775182724,0.27214952820539473,0.5354844329357147,57.90573820495605,57.90670345306396,57.90599153900146,8.679564599995501,"{""DC-1"": 83.62336653436725, ""DC-2"": 91.12314532309779, ""DC-3"": -226.4590074058434, ""DC-4"": 269.1461465817491, ""DC-5"": 297.1651439178211}"
26,67,879.7941922817351,1000,1000,0,0,1000,273,0,727,0,1000,888,112,0,174,65,109,87,0,15356.328448253158,500,27511,27511,27511,26573,938,11256,7.836716507434845,3.9282028067111967,3.9085137009620667,-63.190476974487304,0.5310896104574203,0.15235236287117004,0.25524656677246094,0.5356669104099274,60.9613408203125,60.96028388977051,60.95523578643799,8.905434200016316,"{""DC-1"": 255.04251430337524, ""DC-2"": 301.9018671288857, ""DC-3"": -244.22736462736327, ""DC-4"": 297.8693315790594, ""DC-5"": 269.20784389777754}"
27,68,1172.9725516889196,1000,1000,0,0,1000,180,0,820,0,1000,938,62,0,105,44,61,50,0,13962.416474053138,500,28511,28511,28511,27573,938,11756,8.660226032733917,4.33111585521698,4.329110180854797,-66.2348561706543,0.5408575469255448,0.15608586370944977,0.2466110714673996,0.5358419089317322,63.94225859832763,63.937694061279295,63.93554848480225,9.056617399968673,"{""DC-1"": 333.5902935233989, ""DC-2"": 279.9083351749002, ""DC-3"": 75.1122667156547, ""DC-4"": 229.95418339845355, ""DC-5"": 254.40747287651288}"
28,69,1373.026341349923,1000,1000,0,0,1000,165,0,835,0,1000,971,29,0,89,63,26,21,0,12411.595252273852,500,29511,29511,29511,28573,938,12256,9.021563019752502,4.515180035591126,4.506382987976075,-69.04507058715821,0.5661286497116089,0.16014106571674347,0.22887658113241197,0.5356971907615662,66.83969757080078,66.84130514526368,66.84825540161133,8.043201500026044,"{""DC-1"": 321.70187746966917, ""DC-2"": 274.34387711183047, ""DC-3"": 266.1102378321832, ""DC-4"": 218.58175254898285, ""DC-5"": 292.2885963872565}"
29,70,1457.0856518537248,1000,1000,0,0,1000,147,0,853,0,1000,984,16,0,62,50,12,15,0,12935.044291483942,500,30511,30511,30511,29573,938,12756,9.32190439081192,4.672322962999344,4.6495814094543455,-71.77004467773438,0.5665800218582153,0.16434746980667114,0.22394006752967835,0.5355929269790649,69.59989395141602,69.59975466918945,69.59375051879883,8.365566699998453,"{""DC-1"": 324.9811163501216, ""DC-2"": 348.5302065519173, ""DC-3"": 291.05004616464686, ""DC-4"": 202.55547430641857, ""DC-5"": 289.96880848062005}"
30,71,1114.3550180280433,1000,1000,0,0,1000,224,0,776,0,1000,927,73,0,139,68,71,49,0,15904.42649519378,500,31511,31511,31511,30573,938,13256,10.402967672348023,5.2106382904052735,5.192329377889633,-74.42032485961914,0.5200175615549087,0.16834504902362823,0.2458754751086235,0.5356487176418304,72.1861408843994,72.18983647155761,72.18503938293458,8.151802200009115,"{""DC-1"": 354.5094046665831, ""DC-2"": 64.73071338752798, ""DC-3"": 177.50651385767026, ""DC-4"": 257.7549995167786, ""DC-5"": 259.853386599483}"
31,72,1485.922362346722,1000,1000,0,0,1000,148,0,852,0,1000,988,12,0,56,46,10,14,0,13270.377122502869,500,32511,32511,32511,31573,938,13756,10.696373553276063,5.3580193421840665,5.33835422205925,-76.78325576782227,0.5701236543655396,0.17287985980510712,0.21339951169490814,0.5356449308395386,74.62832554626465,74.62347212219238,74.62765853881837,8.510939200001303,"{""DC-1"": 357.30847361579816, ""DC-2"": 309.1848078663178, ""DC-3"": 274.7102410345283, ""DC-4"": 242.6036168823197, ""DC-5"": 302.1152229477591}"
32,73,1523.1136656701178,1000,1000,0,0,1000,142,0,858,0,1000,995,5,0,39,35,4,9,0,12386.523222704625,500,33511,33511,33511,32573,938,14256,11.511195786476135,5.774002916574478,5.737192867994309,-79.17602194213868,0.5720684037208558,0.17755086719989777,0.20706673145294188,0.5355139479637147,76.99501551818848,76.9945243988037,76.98525244140625,7.8421544000157155,"{""DC-1"": 304.0179489047979, ""DC-2"": 367.0763052039721, ""DC-3"": 302.95448759013595, ""DC-4"": 262.75478872942136, ""DC-5"": 286.31013524179184}"
33,74,1513.0246071571473,1000,1000,0,0,1000,138,0,862,0,1000,993,7,0,49,46,3,4,0,13091.118886514454,500,34511,34511,34511,33573,938,14756,11.346488184928894,5.684928516149521,5.661559645175934,-81.60592590332031,0.5502979992628098,0.18217675387859344,0.21489145958423614,0.5356561360359192,79.39905265808106,79.39893299865723,79.40490518188477,7.940924599999562,"{""DC-1"": 334.7985296439807, ""DC-2"": 286.76654618609456, ""DC-3"": 356.3406686541207, ""DC-4"": 241.5710506366184, ""DC-5"": 293.54781203633394}"
34,75,1484.5231698043838,1000,1000,0,0,1000,162,0,838,0,1000,987,13,0,61,53,8,12,0,13103.074440832017,500,35511,35511,35511,34573,938,15256,13.136823361873626,6.574719542503357,6.562103803873062,-83.8570598449707,0.5324849103689193,0.1868109107017517,0.2206663658618927,0.5356202681064606,81.76526739501954,81.76662745666503,81.75907308959961,7.712136100046337,"{""DC-1"": 341.2914820718171, ""DC-2"": 271.89733310188336, ""DC-3"": 311.2941778326873, ""DC-4"": 238.81263000703518, ""DC-5"": 321.2275467909599}"
35,76,1524.121140937472,1000,1000,0,0,1000,157,0,843,0,1000,990,10,0,36,28,8,7,0,13832.041789369021,500,36511,36511,36511,35573,938,15756,12.951202580928802,6.478108017444611,6.473094570398331,-85.96869860839844,0.5263695840835572,0.1915808618068695,0.21943718475103377,0.5356396477222443,83.90538304138184,83.89957893371582,83.89678884887695,7.75355230004061,"{""DC-1"": 356.16935502895876, ""DC-2"": 315.9116276009758, ""DC-3"": 302.20170133605205, ""DC-4"": 224.15576057032627, ""DC-5"": 325.68269640116097}"
36,77,1458.8044122306683,1000,1000,0,0,1000,181,0,819,0,1000,980,20,0,75,60,15,10,0,13548.300880610746,500,37511,37511,37511,36573,938,16256,12.974722208976745,6.485920194387436,6.488801988601685,-88.13475552368165,0.49863202953338626,0.19628247618675232,0.2317214873433113,0.5355448415279388,86.06874491882324,86.06682766723632,86.07133856201172,9.646032600023318,"{""DC-1"": 341.3478651902018, ""DC-2"": 321.28694131453994, ""DC-3"": 247.45409873337596, ""DC-4"": 241.48649488337844, ""DC-5"": 307.2290121091736}"
37,78,1523.9971588257147,1000,1000,0,0,1000,157,0,843,0,1000,993,7,0,52,45,7,6,0,11470.377122502869,500,38511,38511,38511,37573,938,16756,13.04133660173416,6.5278645253181455,6.513472097635269,-90.16533404541016,0.48926472079753874,0.2011229544878006,0.23286173737049104,0.5357360136508942,88.07812782287597,88.08916384887695,88.0857525177002,9.396014800004195,"{""DC-1"": 312.06642626813806, ""DC-2"": 279.84736864424747, ""DC-3"": 320.10824960017624, ""DC-4"": 267.53441715980523, ""DC-5"": 344.4406971533493}"
38,79,1458.5725211953857,1000,1000,0,0,1000,213,0,787,0,1000,978,22,0,77,57,20,14,0,13351.377122502869,500,39511,39511,39511,38573,938,17256,14.929934664726257,7.47996045255661,7.4499741892814635,-91.95441159057617,0.4589496141672134,0.20589876174926758,0.24735411483049394,0.5356337223052978,89.92429243469238,89.92074681091309,89.9138512878418,9.035478000005241,"{""DC-1"": 348.15227440133646, ""DC-2"": 317.0616788959245, ""DC-3"": 297.9297209598249, ""DC-4"": 267.74147302713595, ""DC-5"": 227.68737391116414}"
39,80,1461.3687254677639,1000,1000,0,0,1000,188,0,812,0,1000,980,20,0,69,52,17,6,0,13833.451403482195,500,40511,40511,40511,39573,938,17756,15.49514340209961,7.753706277370453,7.741437129497528,-93.69761734008789,0.39031445384025576,0.21023237705230713,0.28672941809892655,0.5355672543048858,91.71928346252442,91.7269532775879,91.73343975830078,10.004384899977595,"{""DC-1"": 299.43505404058186, ""DC-2"": 293.7424823072762, ""DC-3"": 312.8744091621559, ""DC-4"": 253.7877811713024, ""DC-5"": 301.52899878644956}"
40,81,1436.1353412047695,1000,1000,0,0,1000,219,0,781,0,1000,973,27,0,83,59,24,20,0,12457.69169909108,500,41511,41511,41511,40573,938,18256,16.255216981887816,8.125835295438767,8.129381694078445,-95.51733840942383,0.35266570580005646,0.21443778276443481,0.30818464761972425,0.5357437515258789,93.510205368042,93.50829580688476,93.50775927734375,9.368768700049259,"{""DC-1"": 370.8950480948747, ""DC-2"": 314.02897538811516, ""DC-3"": 199.16121361718473, ""DC-4"": 250.4751356544578, ""DC-5"": 301.57496845013793}"
41,82,1544.1745023007481,1000,1000,0,0,1000,214,0,786,0,1000,990,10,0,82,74,8,9,0,9546.090228102697,500,42511,42511,42511,41573,938,18756,15.940359956741332,7.955829188585281,7.984530817985535,-97.30563739013672,0.3414080379605293,0.2188343107700348,0.3124021594524384,0.5355929114818573,95.3231569519043,95.32866023254394,95.33252722167968,9.808989999990445,"{""DC-1"": 356.73372778327143, ""DC-2"": 295.1792458691836, ""DC-3"": 313.8879074095621, ""DC-4"": 258.573961503218, ""DC-5"": 319.7996597355121}"
42,83,1515.5513679283101,1000,1000,0,0,1000,230,0,770,0,1000,987,13,0,93,82,11,15,0,13517.593432965008,500,43511,43511,43511,42573,938,19256,17.70133057498932,8.869683980941772,8.831646655082702,-99.1582236328125,0.30372021287679674,0.22306984663009644,0.33463031792640685,0.5356640484333038,97.12089402770997,97.11696810913087,97.10651119995117,8.87703660002444,"{""DC-1"": 328.38154609239473, ""DC-2"": 301.90016674175354, ""DC-3"": 336.11928810786077, ""DC-4"": 262.8847074667151, ""DC-5"": 286.2656595195864}"
43,84,1515.4243848156962,1000,1000,0,0,1000,246,0,754,0,1000,983,17,0,102,88,14,14,0,11211.523222704625,500,44511,44511,44511,43573,938,19756,18.229480343341827,9.100975212335587,9.128505118846894,-100.96347543334961,0.29128876388072966,0.22748114168643951,0.34009489250183106,0.5355576481819153,98.9920033416748,98.99603753662109,98.98677647399903,8.951011100027245,"{""DC-1"": 318.65575295758487, ""DC-2"": 309.96387545187605, ""DC-3"": 309.7441105430594, ""DC-4"": 253.92182332906958, ""DC-5"": 323.1388225341068}"
44,85,1544.347513740573,1000,1000,0,0,1000,262,0,738,0,1000,987,13,0,99,90,9,16,0,13699.438010139458,500,45511,45511,45511,44573,938,20256,17.735401085853578,8.886134905338288,8.849266271352768,-102.42639562988282,0.28011597537994387,0.23206935822963715,0.3450098787546158,0.5354673042297363,100.50266891479492,100.50905955505371,100.50917976379395,8.958958900009748,"{""DC-1"": 343.03120070068326, ""DC-2"": 316.3041436167381, ""DC-3"": 324.2489979847451, ""DC-4"": 251.70168020255895, ""DC-5"": 309.0614912358467}"
45,86,1448.5673899315655,1000,1000,0,0,1000,227,0,773,0,1000,975,25,0,107,84,23,25,0,11599.300880610746,500,46511,46511,46511,45573,938,20756,17.60256118583679,8.805517133712769,8.797044012069701,-104.05808987426758,0.23794544190168382,0.23633688688278198,0.3715274592638016,0.5355761330127716,102.10107344055176,102.10439515686035,102.11652537536621,9.35687770001823,"{""DC-1"": 409.3032589782922, ""DC-2"": 203.37763364504033, ""DC-3"": 275.4164366167801, ""DC-4"": 246.18763959097973, ""DC-5"": 314.2824211004719}"
46,87,1542.95608956398,1000,1000,0,0,1000,210,0,790,0,1000,991,9,0,62,54,8,10,0,15562.25737235395,500,47511,47511,47511,46573,938,21256,18.25407355070114,9.108095210313797,9.145978369712829,-105.47179635620117,0.2320617216229439,0.24081933498382568,0.37374116384983064,0.5355344202518463,103.56573951721191,103.56867538452148,103.56295668029784,8.874372599995695,"{""DC-1"": 391.40140457483943, ""DC-2"": 286.21608062367994, ""DC-3"": 300.4189110919303, ""DC-4"": 282.69926573215065, ""DC-5"": 282.2204275413787}"
47,88,1499.2318264540784,1000,1000,0,0,1000,199,0,801,0,1000,985,15,0,64,52,12,6,0,13835.595252273852,500,48511,48511,48511,47573,938,21756,19.065744247436523,9.543565878629684,9.522178295135499,-106.76023471069335,0.22921274882555007,0.2456735223531723,0.37346104085445403,0.5356150257587433,104.87830322265626,104.87531925964356,104.87224151611328,9.322874500008766,"{""DC-1"": 353.64937350889477, ""DC-2"": 229.4842691420806, ""DC-3"": 338.07169909940666, ""DC-4"": 261.2985474433698, ""DC-5"": 316.7279372603263}"
48,89,1495.517423641513,1000,1000,0,0,1000,200,0,800,0,1000,984,16,0,74,63,11,13,0,13038.608502264866,500,49511,49511,49511,48573,938,22256,18.70763869857788,9.384413413763045,9.32322526025772,-108.13204812622071,0.22261375719308854,0.25071609020233154,0.3755708339214325,0.5352565639019012,106.39939959716797,106.4024243774414,106.39013887023926,8.996336099982727,"{""DC-1"": 399.75018205817565, ""DC-2"": 279.8973936566249, ""DC-3"": 264.70936392443656, ""DC-4"": 256.2802438184218, ""DC-5"": 294.8802401838526}"
49,90,1493.9688070399511,1000,1000,0,0,1000,235,0,765,0,1000,981,19,0,80,67,13,15,0,12412.978542070312,500,50511,50511,50511,49573,938,22756,18.006580451011658,8.996250314474105,9.010330156564713,-109.67213513183594,0.1981793885231018,0.25562748312950134,0.3911985639333725,0.5356042456626892,107.84430708312988,107.83727447509766,107.8361180419922,8.874567100021522,"{""DC-1"": 346.0262838600411, ""DC-2"": 303.6433800536511, ""DC-3"": 299.2822666226072, ""DC-4"": 238.96556763454353, ""DC-5"": 306.05130886911013}"
50,91,1396.2587749963043,1000,1000,0,0,1000,247,0,753,0,1000,966,34,0,105,76,29,23,0,11415.94799986353,500,51511,51511,51511,50573,938,23256,20.580358682632447,10.29741697883606,10.282941708803177,-111.24945092773437,0.17091751196980476,0.26020577549934387,0.40944937300682066,0.5355004193782806,109.47618821716308,109.47272315979004,109.468779296875,8.802887600031681,"{""DC-1"": 374.41622256819466, ""DC-2"": 282.653828447915, ""DC-3"": 185.41586854646644, ""DC-4"": 271.55261515402424, ""DC-5"": 282.2202402797042}"
