episode,episode_seed,episode_return,decision_count,normal_action_count,forced_action_count,random_action_count,policy_action_count,local_action_count,edge_action_count,cloud_action_count,drop_action_count,total_jobs,completed_jobs,dropped_jobs,unresolved_jobs,queued_jobs,started_from_waiting_jobs,waiting_timeout_drops,max_waiting_queue_length,remaining_waiting_jobs,simulation_end_time,episode_updates,global_decision_steps,global_normal_action_steps,replay_size,replay_trainable_size,replay_forced_size,masac_update_step,critic_loss,q1_loss,q2_loss,actor_loss,alpha_loss,alpha,policy_entropy,target_entropy,mean_q1,mean_q2,mean_target_q,wall_time_seconds,per_agent_returns
11,52,1389.7931556955712,1000,1000,0,0,1000,158,0,842,0,1000,988,12,0,43,34,9,4,0,14240.660055617494,1000,12578,12578,12578,12578,0,7580,6.025112844705582,2.9971364431381224,3.0279764091968535,-38.51421982574463,0.6235658988952637,0.12728212773799896,0.23505961579084397,0.5340524159669876,36.25915034103394,36.257537059783935,36.26156135559082,19.403149500023574,"{""DC-1"": 331.7112690553357, ""DC-2"": 285.54403443727756, ""DC-3"": 299.89245062959014, ""DC-4"": 191.09272654441222, ""DC-5"": 281.5526750289528}"
12,53,1199.1236100704955,1000,1000,0,0,1000,187,0,813,0,1000,970,30,0,89,63,26,18,0,14471.126276733456,1000,13578,13578,13578,13578,0,8580,6.37434822511673,3.1842323526144027,3.190115871667862,-44.538503440856935,0.5828123581409455,0.13355278968811035,0.2483089012503624,0.5342300267219543,42.38822406387329,42.38908285522461,42.38826626586914,19.82725729997037,"{""DC-1"": 357.6692613933129, ""DC-2"": 77.42310847603846, ""DC-3"": 314.644695661254, ""DC-4"": 209.1535997141524, ""DC-5"": 240.23294482573633}"
13,54,1448.4309498502073,1000,1000,0,0,1000,149,0,851,0,1000,994,6,0,41,37,4,6,0,9579.811703604591,1000,14578,14578,14578,14578,0,9580,6.757987198591232,3.3720033268928526,3.3859838647842406,-50.10786763763428,0.6177377870082855,0.14067375659942627,0.22344708439707756,0.5342706480026245,48.115995937347414,48.113696758270265,48.11654900360107,18.953452499990817,"{""DC-1"": 325.6302642867014, ""DC-2"": 311.353949855283, ""DC-3"": 306.32056805906524, ""DC-4"": 231.70520849433026, ""DC-5"": 273.42095915482923}"
14,55,1466.3944325728003,1000,1000,0,0,1000,191,0,809,0,1000,993,7,0,51,47,4,3,0,10547.052219765912,1000,15578,15578,15578,15578,0,10580,7.136651295185089,3.5631973847150804,3.573453905463219,-55.33596321105957,0.5653449628949165,0.14768706262111664,0.24243895456194878,0.5342476567029953,53.47951116943359,53.478379970550534,53.47703453445435,19.156650799966883,"{""DC-1"": 363.51332281554676, ""DC-2"": 283.76081875137004, ""DC-3"": 311.3243316295526, ""DC-4"": 234.04885794941902, ""DC-5"": 273.74710142691185}"
15,56,1458.450674835378,1000,1000,0,0,1000,170,0,830,0,1000,994,6,0,45,40,5,5,0,8363.09133178096,1000,16578,16578,16578,16578,0,11580,7.912885829925537,3.9323886824846266,3.980497143149376,-60.27278139495849,0.5496758807897568,0.15511631965637207,0.24335190004110335,0.534436429142952,58.48835369873047,58.489060916900634,58.48932767486572,19.24414500000421,"{""DC-1"": 310.11660236560226, ""DC-2"": 334.76025133940993, ""DC-3"": 276.7719175634421, ""DC-4"": 234.51204997929858, ""DC-5"": 302.28985358762566}"
16,57,1288.8909669123914,1000,1000,0,0,1000,174,0,826,0,1000,978,22,0,52,35,17,11,0,12293.875990386214,1000,17578,17578,17578,17578,0,12580,8.179030548095703,4.057357514977455,4.12167302775383,-64.95223222351075,0.5212719086408615,0.16277721524238586,0.25108965691924096,0.5344225052595138,63.24752865982056,63.24665631103515,63.24703462219238,19.315229600004386,"{""DC-1"": 246.40854287183816, ""DC-2"": 257.6701117690963, ""DC-3"": 263.70821231449196, ""DC-4"": 232.2192838078088, ""DC-5"": 288.8848161491556}"
17,58,1247.0528602230472,1000,1000,0,0,1000,219,0,781,0,1000,971,29,0,72,43,29,23,0,15838.171329116363,1000,18578,18578,18578,18578,0,13580,8.76217100906372,4.341732973575592,4.420438039302826,-69.54235047912597,0.5104654569029808,0.17097678780555725,0.24936577007174493,0.5343400104045868,67.97809211730957,67.97851932525634,67.98089971923828,19.10765130002983,"{""DC-1"": 123.36872337850164, ""DC-2"": 250.10806849892333, ""DC-3"": 291.14970642946366, ""DC-4"": 261.1011464814286, ""DC-5"": 321.3252154347289}"
18,59,1231.2268379116667,1000,1000,0,0,1000,248,0,752,0,1000,966,34,0,75,45,30,24,0,13154.98006139658,1000,19578,19578,19578,19578,0,14580,9.454264567136764,4.679356517910957,4.7749080641269686,-73.79496333312989,0.5038269740939141,0.1797640472650528,0.24524530187249183,0.5344631114006042,72.31182626342773,72.30768712615966,72.31010321044921,19.29745059995912,"{""DC-1"": 390.7685101505974, ""DC-2"": 313.95675565562385, ""DC-3"": 48.91119347591862, ""DC-4"": 202.67124766529238, ""DC-5"": 274.9191309642356}"
19,60,1503.3564411834523,1000,1000,0,0,1000,217,0,783,0,1000,993,7,0,44,39,5,6,0,10039.328448253158,1000,20578,20578,20578,20578,0,15580,10.135428024053574,5.033027096629143,5.102400925993919,-77.5910765838623,0.5155039072036743,0.1893814504146576,0.22953920835256578,0.5345711456537247,76.22447270965576,76.22475917053222,76.22516731262208,22.769404700025916,"{""DC-1"": 370.1878976931625, ""DC-2"": 321.39781239102535, ""DC-3"": 302.9745349722875, ""DC-4"": 200.1299254337299, ""DC-5"": 308.6662706932471}"
20,61,1106.6815496981485,1000,1000,0,0,1000,265,0,735,0,1000,955,45,0,91,50,41,27,0,13611.308662785641,1000,21578,21578,21578,21578,0,16580,10.648298787355422,5.281032198548317,5.367266578197479,-80.88520739746093,0.4888204700350761,0.19913919270038605,0.23634686505794525,0.5346095690727234,79.56087926483154,79.55181725311279,79.56072988891601,26.633772600034717,"{""DC-1"": 129.7276561171655, ""DC-2"": 297.62676569124835, ""DC-3"": 146.58299925887738, ""DC-4"": 231.4239673210862, ""DC-5"": 301.3201613097696}"
21,62,1343.060591352053,1000,1000,0,0,1000,263,0,737,0,1000,976,24,0,74,51,23,14,0,13991.402143723086,1000,22578,22578,22578,22578,0,17580,11.96705147075653,5.911734895706177,6.055316591262818,-84.08411610412598,0.4215985373854637,0.20843006670475006,0.26979933646321297,0.5347487101554871,82.80889559173583,82.8092193069458,82.81022259521484,21.60297010000795,"{""DC-1"": 255.5474169081246, ""DC-2"": 285.80762439756177, ""DC-3"": 312.1143743573698, ""DC-4"": 206.11686451604953, ""DC-5"": 283.4743111729475}"
22,63,1436.99409056297,1000,1000,0,0,1000,216,0,784,0,1000,988,12,0,48,38,10,6,0,12299.438010139458,1000,23578,23578,23578,23578,0,18580,12.625519065380097,6.26649224615097,6.359026860713959,-86.8652214050293,0.43103915071487425,0.2189585417509079,0.2557085179388523,0.5348665279150009,85.61367887115479,85.61136139678955,85.61319286346435,15.884763600013684,"{""DC-1"": 364.774874752426, ""DC-2"": 248.84564033478097, ""DC-3"": 330.8618727596835, ""DC-4"": 201.01204522697543, ""DC-5"": 291.49965748910677}"
23,64,1490.7991513624447,1000,1000,0,0,1000,235,0,765,0,1000,991,9,0,36,29,7,3,0,9506.377122502869,1000,24578,24578,24578,24578,0,19580,11.709796797037125,5.80508911061287,5.904707691907882,-89.71463745117188,0.4307631478905678,0.23035544157028198,0.2464606620967388,0.5348242996931076,88.54836916351319,88.55440356445312,88.55453368377685,15.58193869999377,"{""DC-1"": 384.959162307652, ""DC-2"": 277.3504101683126, ""DC-3"": 336.9781570713367, ""DC-4"": 241.00264608417524, ""DC-5"": 250.50877573096895}"
24,65,1465.2821267477013,1000,1000,0,0,1000,209,0,791,0,1000,991,9,0,40,34,6,2,0,11840.065168038585,1000,25578,25578,25578,25578,0,20580,12.605908635616302,6.238223377943039,6.367685284018517,-92.66862118530274,0.41494434416294096,0.24225331842899323,0.247360228151083,0.5348743261098862,91.58447290039062,91.58080131530761,91.5801890411377,16.184805700031575,"{""DC-1"": 298.82731990348617, ""DC-2"": 303.2616195538866, ""DC-3"": 338.11941245348305, ""DC-4"": 208.76315631565149, ""DC-5"": 316.3106185211956}"
25,66,867.6902535217109,1000,1000,0,0,1000,316,0,684,0,1000,930,70,0,144,75,69,22,0,13339.353634001582,1000,26578,26578,26578,26578,0,21580,13.01557283449173,6.45718166422844,6.558391194343567,-95.29931283569336,0.34760311233997343,0.25321850180625916,0.285816311776638,0.534935651421547,94.18298271942139,94.18255597686768,94.17710851287842,17.007766399998218,"{""DC-1"": 256.92362566520876, ""DC-2"": 73.98208096406202, ""DC-3"": 259.6569654347759, ""DC-4"": 137.36337042922028, ""DC-5"": 139.76421102844458}"
26,67,-26.201541902966312,1002,1002,0,0,1002,397,2,603,0,1000,840,160,0,228,70,158,62,0,15406.892478263271,1004,27580,27580,27580,27580,0,22584,14.607633708957657,7.271513650616802,7.336120036731203,-98.9540844039613,0.30861727979434916,0.26445475220680237,0.30673045774854985,0.5349525169309867,97.84729460606061,97.84872467679331,97.84670532652106,20.7654342999449,"{""DC-1"": 347.1446844667904, ""DC-2"": 122.66446711742427, ""DC-3"": -844.5137804499263, ""DC-4"": 166.87472969134467, ""DC-5"": 181.62835727140038}"
27,68,92.35701919918097,1019,1019,0,0,1019,405,19,595,0,1000,852,148,0,238,91,147,112,0,15766.892478263271,1016,28599,28599,28599,28599,0,23600,16.346623066372757,8.132778568530647,8.213844506290016,-102.01685677175446,0.277305674827181,0.2760699391365051,0.32297454915178103,0.5348813998417592,100.97922479073833,100.98091253896398,100.97917453135092,18.22667340002954,"{""DC-1"": 308.7239969126898, ""DC-2"": 286.01176720886565, ""DC-3"": -971.5369990698603, ""DC-4"": 212.78332623752505, ""DC-5"": 256.37492790996157}"
28,69,1376.1069908732024,1027,1027,0,0,1027,223,27,777,0,1000,984,16,0,68,55,13,7,0,13841.300880610746,1028,29626,29626,29626,29626,0,24628,16.00802958289937,7.983737224038936,8.024292356077336,-103.94577992658206,0.2662271264114269,0.2891469895839691,0.32455364855346974,0.5350709948326363,102.97037505361357,102.96015832210793,102.96573195847093,18.285903299984057,"{""DC-1"": 279.7931070738846, ""DC-2"": 257.6004338250388, ""DC-3"": 332.69925426624616, ""DC-4"": 197.89536259169958, ""DC-5"": 308.1188331163326}"
29,70,1390.2855747607634,1022,1022,0,0,1022,227,22,773,0,1000,985,15,0,55,44,11,5,0,14693.154527966832,1024,30648,30648,30648,30648,0,25652,15.923146203625947,7.912656141445041,8.010490068234503,-105.99887658655643,0.2528502971981652,0.3031955659389496,0.32728037412744015,0.5349363123532385,105.05637579411268,105.05274147540331,105.0542456433177,17.82906900002854,"{""DC-1"": 275.26823810533836, ""DC-2"": 340.40062176173006, ""DC-3"": 302.7662346010136, ""DC-4"": 179.46463637675924, ""DC-5"": 292.38584391592127}"
30,71,1466.1088815372832,1027,1027,0,0,1027,243,27,757,0,1000,991,9,0,56,48,8,4,0,13752.079184188526,1024,31675,31675,31675,31675,0,26676,15.416999345179647,7.666697075590491,7.750302260974422,-108.13177005946636,0.2219156124338042,0.3172096610069275,0.3454315648996271,0.5349081124877557,107.25297502428293,107.25053273886442,107.25333373248577,17.947323800006416,"{""DC-1"": 356.61184371606385, ""DC-2"": 285.6294348169679, ""DC-3"": 343.62948023448644, ""DC-4"": 216.76306231000345, ""DC-5"": 263.47506045976195}"
31,72,1496.7469190923498,1055,1055,0,0,1055,223,55,777,0,1000,997,3,0,34,32,2,5,0,14943.045026602955,1056,32730,32730,32730,32730,0,27732,17.54591922823227,8.716205329380251,8.829713872662097,-110.32165358283304,0.14559974748055649,0.3283909261226654,0.40637335960160603,0.5350526788017966,109.3743264024908,109.37337055350795,109.37199693737608,20.548773799964692,"{""DC-1"": 408.69100092375703, ""DC-2"": 304.4161666121043, ""DC-3"": 294.5993752779382, ""DC-4"": 205.88063268931958, ""DC-5"": 283.15974358923233}"
32,73,1463.3285030651195,1052,1052,0,0,1052,254,52,746,0,1000,992,8,0,35,28,7,7,0,13472.090228102697,1052,33782,33782,33782,33782,0,28784,17.60804793589922,8.772406839145907,8.835641047347181,-112.35607672281591,0.1214996089259368,0.3399513363838196,0.4243241833529998,0.5351566568073665,111.43867699365651,111.43385530334008,111.44226660927892,17.263380600023083,"{""DC-1"": 340.5461275500505, ""DC-2"": 353.37047553772254, ""DC-3"": 263.7033635632478, ""DC-4"": 245.5283569475537, ""DC-5"": 260.1801794665449}"
33,74,1434.8761854528502,1061,1061,0,0,1061,255,61,745,0,1000,990,10,0,29,21,8,3,0,11708.39051896314,1060,34843,34843,34843,34843,0,29844,18.936664938027004,9.426262476759137,9.510402464191868,-113.87670046248526,0.0589682695710645,0.34713733196258545,0.4799410788518078,0.5351415838835374,112.90264306698205,112.90331041587973,112.91027521817189,17.175456800032407,"{""DC-1"": 355.4498263392269, ""DC-2"": 273.8494081275334, ""DC-3"": 326.10644669107944, ""DC-4"": 208.96025918583985, ""DC-5"": 270.5102451091707}"
34,75,1410.2837021026576,1055,1055,0,0,1055,235,55,765,0,1000,988,12,0,44,37,7,6,0,11469.110841835827,1056,35898,35898,35898,35898,0,30900,19.287234511339303,9.606905735577598,9.680328758151242,-115.46403062704837,0.05208255575174311,0.35507291555404663,0.48559025556526403,0.5352810853810022,114.53554413535379,114.54568194620538,114.54201456994721,16.93715810001595,"{""DC-1"": 361.90117986450315, ""DC-2"": 282.47664802801194, ""DC-3"": 322.5400646276636, ""DC-4"": 157.60303024006208, ""DC-5"": 285.7627793424166}"
35,76,1364.7901859310923,1050,1050,0,0,1050,217,50,783,0,1000,984,16,0,59,45,14,7,0,10436.518010139458,1052,36948,36948,36948,36948,0,31952,18.146797196946668,9.021359202299735,9.125438002805746,-116.9893582130113,0.036012825541934815,0.36183542013168335,0.5001520654434487,0.5351889806555251,116.17318671919094,116.16240146767504,116.16774193506276,17.175045599986333,"{""DC-1"": 369.9874031416385, ""DC-2"": 304.1768968369115, ""DC-3"": 260.057476554256, ""DC-4"": 133.15316276780067, ""DC-5"": 297.4152466304865}"
36,77,1370.0070563466093,1045,1045,0,0,1045,214,45,786,0,1000,985,15,0,56,45,11,8,0,9952.300880610746,1044,37993,37993,37993,37993,0,32996,19.060154570016824,9.467637328352508,9.592517238010393,-118.53417930749184,0.044973085178115844,0.3721824586391449,0.4904119752604386,0.5352362989237482,117.70117178730581,117.69811111391732,117.69260950928904,16.83840589999454,"{""DC-1"": 376.1604295285679, ""DC-2"": 289.04896249328533, ""DC-3"": 257.19569552391346, ""DC-4"": 151.2206506605586, ""DC-5"": 296.38131814028634}"
37,78,1518.2688385699014,1045,1045,0,0,1045,220,45,780,0,1000,999,1,0,32,31,1,3,0,10353.593432965008,1044,39038,39038,39038,39038,0,34040,19.590689274086348,9.717249160068702,9.873440153982447,-120.18665145640172,0.01212233611180936,0.37579670548439026,0.5227933469517477,0.5351927523640381,119.38461433790653,119.38644105903947,119.37843589490402,16.771409399982076,"{""DC-1"": 355.1180568813836, ""DC-2"": 259.6044237573901, ""DC-3"": 340.45433051027294, ""DC-4"": 244.58524484455634, ""DC-5"": 318.50678257629954}"
38,79,200.6662271518893,1141,1141,0,0,1141,339,141,661,0,1000,873,127,0,175,49,126,105,0,12479.184371671396,1140,40179,40179,40179,40179,0,35180,24.496528935014155,12.198975579362166,12.297553334319801,-123.65177981728002,0.024674001106534872,0.384894460439682,0.5099613962989105,0.5352474208463702,122.35891599822463,122.35270788627759,122.3599838122987,18.3697608000366,"{""DC-1"": 243.0561290106442, ""DC-2"": 288.5975749954955, ""DC-3"": -723.5030433674142, ""DC-4"": 163.99278314492744, ""DC-5"": 228.52278336823815}"
39,80,1113.1604236796584,1148,1148,0,0,1148,220,148,780,0,1000,968,32,0,69,39,30,12,0,12574.923703577195,1148,41327,41327,41327,41327,0,36328,23.513064710105336,11.76078461873822,11.752280067276041,-127.17656600101485,-0.03679171441818948,0.37185901403427124,0.573215392823834,0.5353779923625108,126.17739227507587,126.17267166695943,126.17231972458471,18.49119640002027,"{""DC-1"": 210.28700211216147, ""DC-2"": 250.17695749206257, ""DC-3"": 211.7114840431974, ""DC-4"": 183.19640677949394, ""DC-5"": 257.78857325274424}"
40,81,1174.3525497711096,1153,1153,0,0,1153,196,153,804,0,1000,976,24,0,72,50,22,13,0,12410.154527966832,1156,42480,42480,42480,42480,0,37484,22.49340963157403,11.239862505333646,11.25354714191496,-128.6297420910898,-0.03843994528598194,0.35812899470329285,0.5736228505529747,0.5354371045081261,127.63728430856882,127.62771750321438,127.63554123611186,18.68517290003365,"{""DC-1"": 309.18041687752003, ""DC-2"": 287.505434708126, ""DC-3"": 152.92812043303024, ""DC-4"": 161.63669662412863, ""DC-5"": 263.101881128305}"
41,82,1382.1266310803442,1080,1080,0,0,1080,221,80,779,0,1000,988,12,0,59,49,10,3,0,10387.239044879292,1080,43560,43560,43560,43560,0,38564,22.412846201879006,11.209879912049683,11.20296626466292,-129.86684854295518,-0.02051957137947385,0.35114094614982605,0.5551956398619546,0.535362430192806,129.0378541522556,129.03626523900914,129.03621226416695,19.138016899989452,"{""DC-1"": 311.01696399792536, ""DC-2"": 269.65959402340343, ""DC-3"": 312.08629863497015, ""DC-4"": 215.55297211922183, ""DC-5"": 273.8108023048229}"
42,83,1391.693018005025,1095,1095,0,0,1095,198,95,802,0,1000,991,9,0,40,34,6,3,0,12573.923703577195,1092,44655,44655,44655,44655,0,39656,23.495601331357992,11.75104659031599,11.744554761783544,-131.44555100940522,-0.002500804416211015,0.35021543502807617,0.5377935083248676,0.5353344653770601,130.5993016700605,130.58927757486757,130.58805488754103,18.407583600026555,"{""DC-1"": 303.4174799458426, ""DC-2"": 272.4612026270575, ""DC-3"": 345.73819547770455, ""DC-4"": 215.84617350791967, ""DC-5"": 254.22996644650073}"
43,84,1352.7946764010755,1082,1082,0,0,1082,204,82,796,0,1000,986,14,0,42,31,11,4,0,9625.595252273852,1084,45737,45737,45737,45737,0,40740,23.871478909056126,11.866832964974575,12.00464600610557,-132.71285898131197,-0.006515733097384365,0.3475595712661743,0.5416968287247134,0.5354861145309856,131.89104974049923,131.88720169630437,131.8894147837734,17.68117490003351,"{""DC-1"": 322.71667189969025, ""DC-2"": 284.7118777658717, ""DC-3"": 267.9308854466019, ""DC-4"": 201.89330031848831, ""DC-5"": 275.5419409704234}"
44,85,1272.3943913767298,1071,1071,0,0,1071,207,71,793,0,1000,977,23,0,50,30,20,5,0,12934.918103007045,1072,46808,46808,46808,46808,0,41812,22.51559136207424,11.213158482268675,11.302432844665512,-133.7756553763774,0.009506322022131296,0.3516148626804352,0.5266224596816212,0.5355782581131849,132.9796974694551,132.97977678099676,132.98450098464738,17.550052400038112,"{""DC-1"": 288.19836232029354, ""DC-2"": 301.5732898425803, ""DC-3"": 227.9454825326494, ""DC-4"": 188.49377475802956, ""DC-5"": 266.183481923176}"
45,86,1245.8946627543814,1106,1106,0,0,1106,180,106,820,0,1000,978,22,0,43,23,20,11,0,14123.300880610746,1104,47914,47914,47914,47914,0,42916,25.941586389489796,12.878515326458475,13.063071057200432,-135.5220746855805,-0.0061836123955351695,0.34884142875671387,0.5413632878790731,0.5354943613427273,134.46755678757378,134.4748647523963,134.47124772832012,18.10831959999632,"{""DC-1"": 282.2764228442681, ""DC-2"": 230.76474486171801, ""DC-3"": 263.83972371059997, ""DC-4"": 183.34756564175154, ""DC-5"": 285.66620569604265}"
46,87,960.5115200507771,1130,1130,0,0,1130,231,130,769,0,1000,952,48,0,81,34,47,33,0,14866.438010139458,1132,49044,49044,49044,49044,0,44048,23.645283336352964,11.787572267409349,11.85771107526213,-136.92763190387416,0.034464172993427925,0.36603501439094543,0.5022173920916163,0.5354435651336037,136.01710542604695,136.0161306563199,136.0172221449997,18.770710900018457,"{""DC-1"": -16.169023523311985, ""DC-2"": 254.38267852068654, ""DC-3"": 269.95138884361796, ""DC-4"": 207.22964600556026, ""DC-5"": 245.11683020422535}"
47,88,1299.409882779934,1091,1091,0,0,1091,217,91,783,0,1000,981,19,0,53,36,17,13,0,11875.078437804083,1088,50135,50135,50135,50135,0,45136,22.879484126234757,11.414945799857378,11.464538347414312,-137.6689424234278,0.04317353535246665,0.38686615228652954,0.4912901030962958,0.5354444564265364,136.81093236979316,136.8120581963483,136.81227036083445,18.486729700001888,"{""DC-1"": 245.71083092256293, ""DC-2"": 245.6971810446309, ""DC-3"": 307.4755660101446, ""DC-4"": 223.63729343318172, ""DC-5"": 276.88901136941274}"
48,89,1336.1406511980463,1135,1135,0,0,1135,232,135,768,0,1000,985,15,0,38,26,12,5,0,12737.608502264866,1136,51270,51270,51270,51270,0,46272,23.324901634118927,11.66224402273205,11.662657607609118,-138.38283689257125,0.029177824958616174,0.4026143550872803,0.5042910889105897,0.5355982901134961,137.6377930976975,137.6313965757128,137.6328425877531,18.53284870000789,"{""DC-1"": 386.199782168911, ""DC-2"": 255.73995468994673, ""DC-3"": 216.56174711705327, ""DC-4"": 224.97619552088537, ""DC-5"": 252.66297170125048}"
49,90,1407.5843119823887,1118,1118,0,0,1118,232,118,768,0,1000,991,9,0,33,28,5,3,0,12154.978109486025,1120,52388,52388,52388,52388,0,47392,24.54560970749174,12.297308475843497,12.248301199930054,-139.1332683290754,0.003126223901719121,0.40475818514823914,0.5322391099163464,0.535673745402268,138.37403391429356,138.37069598606655,138.3720922742571,18.11323529999936,"{""DC-1"": 362.89593262280613, ""DC-2"": 263.3284950549271, ""DC-3"": 323.28507426313814, ""DC-4"": 202.61253598388657, ""DC-5"": 255.46227405763258}"
50,91,1380.435139826486,1111,1111,0,0,1111,232,111,768,0,1000,989,11,0,49,41,8,3,0,11050.195861834858,1108,53499,53499,53499,53499,0,48500,24.519002561534784,12.318395054942865,12.200607560601906,-140.04434889920782,-0.0018231994123618365,0.40344002842903137,0.5376575852774541,0.5355606140427641,139.28506977893815,139.27620294894552,139.284056460384,17.670073100016452,"{""DC-1"": 369.25985876327206, ""DC-2"": 281.6902920290622, ""DC-3"": 263.9877554021582, ""DC-4"": 239.2364687715617, ""DC-5"": 226.26076486043277}"
