time,generation biomass,generation fossil brown coal/lignite,generation fossil coal-derived gas,generation fossil gas,generation fossil hard coal,generation fossil oil,generation fossil oil shale,generation fossil peat,generation geothermal,generation hydro pumped storage aggregated,generation hydro pumped storage consumption,generation hydro run-of-river and poundage,generation hydro water reservoir,generation marine,generation nuclear,generation other,generation other renewable,generation solar,generation waste,generation wind offshore,generation wind onshore,forecast solar day ahead,forecast wind offshore eday ahead,forecast wind onshore day ahead,total load forecast,total load actual,price day ahead,price actual,Non_renewable_rate,renewable_rate,biomass_rate,generation_geothermal_rate,generation_hydro_run-of-river_and_poundage_rate,generation_hydro_water_reservoir_rate,generation_marine_rate,generation_solar_rate,generation_wind_offshore_rate,generation_wind_onshore_rate,generation_other_renewable_rate
2015-01-01 11:00:00+01:00,421.0,226.0,0.0,3931.0,3845.0,166.0,0.0,0.0,0.0,,1183.0,1069.0,1516.0,0.0,7097.0,42.0,73.0,3197.0,206.0,0.0,2771.0,2990.0,,2450.0,23720.0,23547.0,45.14,59.86,0.6316368078175896,0.3683631921824104,0.02642148864064265,0.0,0.06446749487395971,0.08902460508544248,0.0,0.17087119187600214,0.0,0.15155327061912055,0.004683690491466701
2015-01-01 12:00:00+01:00,428.0,303.0,0.0,3784.0,4220.0,167.0,0.0,0.0,0.0,,972.0,1052.0,1204.0,0.0,7097.0,41.0,75.0,3885.0,209.0,0.0,2906.0,3842.0,,2819.0,24180.0,24133.0,45.14,60.12,0.6235859839974774,0.3764140160025225,0.02634008246661333,0.0,0.06234813014875837,0.07071953010279002,0.0,0.19714807672790013,0.0,0.15517701714102633,0.004718168092601912
2015-01-01 13:00:00+01:00,425.0,288.0,0.0,3754.0,4404.0,167.0,0.0,0.0,0.0,,922.0,1041.0,1286.0,0.0,7099.0,40.0,74.0,4007.0,210.0,0.0,2923.0,3812.0,,2830.0,24797.0,24713.0,47.35,62.05,0.6206547943074889,0.379345205692511,0.02593519253066455,0.0,0.061224489795918366,0.07455936920222635,0.0,0.20066102458811158,0.0,0.1547789250728091,0.004614617111499127
2015-01-01 14:00:00+01:00,423.0,260.0,0.0,3779.0,4256.0,166.0,0.0,0.0,0.0,,941.0,1028.0,1027.0,0.0,7097.0,40.0,76.0,3973.0,210.0,0.0,2945.0,3699.0,,2851.0,25222.0,24672.0,47.35,62.06,0.6253164556962025,0.3746835443037974,0.02606124083543836,0.0,0.06105963411736755,0.061003861003861,0.0,0.20084929983317323,0.0,0.15704154002026344,0.004784688995215311
2015-01-01 15:00:00+01:00,421.0,183.0,0.0,3708.0,4038.0,160.0,0.0,0.0,0.0,,1069.0,1023.0,1151.0,0.0,7096.0,40.0,76.0,3818.0,210.0,0.0,2709.0,3369.0,,2822.0,24173.0,23528.0,43.61,59.76,0.6265984654731458,0.3734015345268542,0.02655146316851665,0.0,0.062158220925993435,0.06939587604003376,0.0,0.19830675738845893,0.0,0.14930555555555555,0.004899748565534137
2015-01-01 16:00:00+01:00,422.0,256.0,0.0,3813.0,4191.0,163.0,0.0,0.0,0.0,,970.0,1032.0,1156.0,0.0,7095.0,41.0,75.0,3088.0,211.0,0.0,2552.0,2615.0,,2562.0,23659.0,23118.0,44.91,61.18,0.6544926333264163,0.3455073666735837,0.026062252964426876,0.0,0.06142125937388406,0.06829729410374571,0.0,0.16375013256973167,0.0,0.13928610413710293,0.004733354370463868
2015-01-01 17:00:00+01:00,426.0,322.0,0.0,3967.0,4707.0,165.0,0.0,0.0,0.0,,798.0,1036.0,1626.0,0.0,7095.0,41.0,75.0,1467.0,208.0,0.0,2699.0,1387.0,,2578.0,23982.0,23606.0,48.1,64.74,0.6924981119409247,0.3075018880590752,0.025160947374638237,0.0,0.05906162704520837,0.08968065743753792,0.0,0.08162697529490319,0.0,0.14054363674234535,0.004523522316043426
2015-01-01 18:00:00+01:00,427.0,282.0,0.0,4756.0,4756.0,164.0,0.0,0.0,0.0,,1.0,1094.0,3203.0,0.0,7096.0,42.0,74.0,404.0,209.0,0.0,2764.0,399.0,,2824.0,26981.0,26447.0,58.02,74.26,0.6847770171342645,0.3152229828657354,0.024080757951725693,0.0,0.0594597532474591,0.15618295299395357,0.0,0.02281325879496301,0.0,0.13772484927001843,0.004258012543874792
2015-01-01 19:00:00+01:00,442.0,303.0,0.0,4410.0,4918.0,147.0,0.0,0.0,0.0,,1.0,1153.0,5333.0,0.0,7096.0,42.0,76.0,139.0,208.0,0.0,2913.0,100.0,,2801.0,28515.0,28020.0,61.01,74.24,0.6300220750551876,0.3699779249448123,0.025162245246498918,0.0,0.06308475132680418,0.23747606536937257,0.0,0.008051902913746162,0.0,0.14538104506662675,0.004418604651162791
2015-01-01 20:00:00+01:00,445.0,318.0,0.0,4324.0,5025.0,154.0,0.0,0.0,0.0,,0.0,1214.0,6183.0,0.0,7096.0,43.0,74.0,100.0,210.0,0.0,3118.0,44.0,,2999.0,30482.0,29014.0,62.69,75.64,0.6066280384397965,0.3933719615602035,0.02526256031791087,0.0,0.06603568320278504,0.2647625572731555,0.0,0.005790387955993051,0.0,0.15368690851735015,0.004291347715147297
2015-01-01 21:00:00+01:00,443.0,325.0,0.0,4684.0,5043.0,154.0,0.0,0.0,0.0,,0.0,1220.0,6231.0,0.0,7096.0,43.0,74.0,75.0,212.0,0.0,3373.0,26.0,,3185.0,30739.0,29571.0,60.41,73.92,0.6059779794981535,0.3940220205018465,0.02461111111111111,0.0,0.06497310539489802,0.2619387926685724,0.0,0.004253629764065335,0.0,0.16115623506927854,0.004197152742328853
2015-01-01 22:00:00+01:00,440.0,322.0,0.0,4870.0,4990.0,154.0,0.0,0.0,0.0,,0.0,1178.0,5359.0,0.0,7098.0,43.0,74.0,74.0,210.0,0.0,3508.0,13.0,,3446.0,29756.0,29031.0,58.15,70.53,0.6245409604519774,0.3754590395480226,0.024273183648700833,0.0,0.062443678770209385,0.23253493013972057,0.0,0.004166432070266314,0.0,0.16551073366359992,0.004166432070266314
2015-01-01 23:00:00+01:00,438.0,320.0,0.0,4685.0,4942.0,160.0,0.0,0.0,0.0,,0.0,1095.0,3511.0,0.0,7098.0,43.0,74.0,56.0,209.0,0.0,3527.0,14.0,,3482.0,27589.0,26798.0,53.6,64.13,0.667367535744323,0.332632464255677,0.024476110645431686,0.0,0.05902328589909444,0.1674456314383823,0.0,0.003197624621709587,0.0,0.16808044224170796,0.004221094061947407
2015-01-02 00:00:00+01:00,368.0,0.0,0.0,3189.0,1291.0,193.0,0.0,0.0,0.0,,1290.0,1268.0,3871.0,0.0,7106.0,45.0,62.0,54.0,169.0,0.0,13232.0,5.0,,13329.0,27309.0,27070.0,10.0,64.02,0.3887772302904564,0.6112227697095436,0.029771054121834804,0.0,0.09561873161903325,0.24401159858799798,0.0,0.004482443761932431,0.0,0.5245589692765114,0.005143094151804231
2015-01-02 01:00:00+01:00,368.0,0.0,0.0,2902.0,1190.0,192.0,0.0,0.0,0.0,,1996.0,1263.0,2996.0,0.0,7106.0,45.0,61.0,54.0,167.0,0.0,12760.0,35.0,,12718.0,25397.0,24935.0,7.0,58.46,0.3986393622869709,0.6013606377130292,0.030743525480367587,0.0,0.09817333851535173,0.20523359364296478,0.0,0.0046328071379547016,0.0,0.52376652163205,0.0052302152104947265
2015-01-02 02:00:00+01:00,358.0,0.0,0.0,2772.0,1023.0,189.0,0.0,0.0,0.0,,2698.0,1246.0,2581.0,0.0,7107.0,44.0,60.0,54.0,167.0,0.0,12174.0,43.0,,12375.0,23640.0,23214.0,5.0,54.7,0.4069126912691269,0.5930873087308731,0.030703259005145797,0.0,0.09929869301880778,0.1859108261903047,0.0,0.004755195491370201,0.0,0.5185721588004771,0.005280760429501848
2015-01-02 03:00:00+01:00,353.0,0.0,0.0,2936.0,1016.0,188.0,0.0,0.0,0.0,,3269.0,1248.0,2933.0,0.0,7107.0,44.0,59.0,53.0,181.0,0.0,11358.0,32.0,,11524.0,22638.0,22540.0,4.0,54.91,0.4175280244577085,0.5824719755422915,0.02985200845665962,0.0,0.09811320754716982,0.20360985768830267,0.0,0.0045986984815618226,0.0,0.49750328515111697,0.0051166420952215765
2015-01-02 04:00:00+01:00,354.0,0.0,0.0,2893.0,1103.0,189.0,0.0,0.0,0.0,,3267.0,1233.0,2646.0,0.0,7106.0,44.0,61.0,53.0,181.0,0.0,11199.0,31.0,,11310.0,22238.0,22096.0,4.0,53.07,0.4255413494937551,0.5744586505062449,0.02982308340353833,0.0,0.09671346772295866,0.18683801722920493,0.0,0.004581208401763333,0.0,0.49302223200528283,0.005269067979614754
2015-01-02 05:00:00+01:00,354.0,0.0,0.0,2889.0,1120.0,190.0,0.0,0.0,0.0,,3258.0,1225.0,2529.0,0.0,7105.0,44.0,59.0,63.0,171.0,0.0,11152.0,26.0,,11111.0,22299.0,22066.0,4.8,54.23,0.4281996951786179,0.5718003048213821,0.029815547881748505,0.0,0.09612366603892028,0.18002562642369022,0.0,0.005439475047487481,0.0,0.49190595915486746,0.005095871480393851
2015-01-02 06:00:00+01:00,357.0,0.0,0.0,2898.0,1167.0,189.0,0.0,0.0,0.0,,3256.0,1241.0,2658.0,0.0,7105.0,44.0,60.0,55.0,185.0,0.0,11169.0,21.0,,11303.0,22660.0,22275.0,5.0,58.22,0.4271601297552344,0.5728398702447656,0.02988698200083717,0.0,0.09673396211707849,0.18657868875473818,0.0,0.004723868418792408,0.0,0.49079404139385685,0.005151098901098901
2015-01-02 07:00:00+01:00,357.0,0.0,0.0,2938.0,1067.0,194.0,0.0,0.0,0.0,,2987.0,1247.0,2706.0,0.0,7105.0,44.0,60.0,54.0,186.0,0.0,11205.0,136.0,,11297.0,23449.0,23025.0,7.04,67.55,0.4246217280859993,0.5753782719140007,0.030022706248423178,0.0,0.09756670057116032,0.19002808988764044,0.0,0.004659993096306524,0.0,0.49276573288183295,0.005175090564084871
2015-01-02 08:00:00+01:00,359.0,0.0,0.0,2869.0,1098.0,196.0,0.0,0.0,0.0,,2447.0,1274.0,3090.0,0.0,7105.0,44.0,59.0,116.0,183.0,0.0,10920.0,175.0,,11048.0,24067.0,23699.0,7.04,70.33,0.4208618606524366,0.5791381393475634,0.030285135819132784,0.0,0.0997728874618216,0.21186150154268082,0.0,0.00999052622513134,0.0,0.4871737675663618,0.00510645663839363
2015-01-02 09:00:00+01:00,357.0,0.0,0.0,3090.0,1293.0,193.0,0.0,0.0,0.0,,1907.0,1297.0,3579.0,0.0,7107.0,44.0,59.0,1039.0,188.0,0.0,10491.0,1092.0,,10711.0,25737.0,25834.0,7.88,71.26,0.4146222639802345,0.5853777360197655,0.029090612777053455,0.0,0.09816833181955797,0.23099264231315347,0.0,0.08020688590396789,0.0,0.46822279746496476,0.004927342575580424
2015-01-02 10:00:00+01:00,377.0,0.0,0.0,2844.0,1339.0,200.0,0.0,0.0,0.0,,938.0,1319.0,4289.0,0.0,7107.0,45.0,60.0,2373.0,185.0,0.0,10156.0,2319.0,,10379.0,27883.0,27927.0,10.71,75.86,0.3868752888360731,0.6131247111639269,0.03116475159130363,0.0,0.10115806426873226,0.2679117996127178,0.0,0.16838146597601647,0.0,0.46425306271713296,0.0050933786078098476
2015-01-02 11:00:00+01:00,376.0,0.0,0.0,2699.0,1335.0,199.0,0.0,0.0,0.0,,747.0,1333.0,4332.0,0.0,7106.0,44.0,59.0,3699.0,181.0,0.0,10421.0,3451.0,,10423.0,28969.0,29072.0,10.0,73.65,0.363830858293481,0.636169141706519,0.03149078726968174,0.0,0.1033573699309917,0.27252138902868644,0.0,0.24235078293913384,0.0,0.4740050034114169,0.005076142131979695
2015-01-02 12:00:00+01:00,376.0,0.0,0.0,2606.0,1336.0,197.0,0.0,0.0,0.0,,864.0,1324.0,3619.0,0.0,7104.0,44.0,60.0,4154.0,177.0,0.0,11230.0,4005.0,,10989.0,28894.0,29071.0,7.04,74.19,0.3557265646817885,0.6442734353182115,0.03175675675675676,0.0,0.10353456365342509,0.23993900417688788,0.0,0.2659751568702779,0.0,0.49484445227813517,0.0052065255119750084
2015-01-02 13:00:00+01:00,373.0,0.0,0.0,2662.0,1341.0,208.0,0.0,0.0,0.0,,906.0,1281.0,3392.0,0.0,7105.0,44.0,61.0,4074.0,183.0,0.0,11920.0,4120.0,,11842.0,29460.0,29439.0,7.0,71.51,0.353602499693665,0.646397500306335,0.03130245048674052,0.0,0.09989082969432314,0.22711750920656176,0.0,0.2608695652173913,0.0,0.5080339257554447,0.00525680799724233
2015-01-02 14:00:00+01:00,383.0,0.0,0.0,2729.0,1354.0,195.0,0.0,0.0,0.0,,1047.0,1281.0,3487.0,0.0,7105.0,44.0,58.0,3851.0,190.0,0.0,11819.0,3794.0,,12078.0,29389.0,29241.0,6.33,71.04,0.3574901526341703,0.6425098473658296,0.03191666666666667,0.0,0.09931772367808962,0.23086599576271186,0.0,0.24896560641324023,0.0,0.5043096091483188,0.004967880085653105
2015-01-02 15:00:00+01:00,391.0,0.0,0.0,2599.0,1298.0,195.0,0.0,0.0,0.0,,1491.0,1284.0,2984.0,0.0,7105.0,44.0,57.0,3619.0,188.0,0.0,11961.0,3479.0,,11797.0,28231.0,27973.0,5.0,71.24,0.3602521670606777,0.6397478329393222,0.03307952622673435,0.0,0.10099897742468339,0.20703531534031777,0.0,0.24049707602339182,0.0,0.5113723813595553,0.00496256312032039
2015-01-02 16:00:00+01:00,395.0,0.0,0.0,2996.0,1184.0,195.0,0.0,0.0,0.0,,1975.0,1283.0,3104.0,0.0,7106.0,44.0,59.0,3024.0,188.0,0.0,12025.0,2788.0,,12061.0,27716.0,27320.0,6.21,70.64,0.3706293706293706,0.6293706293706294,0.03262305913445656,0.0,0.0987226839027393,0.20948910035769724,0.0,0.2051978014521273,0.0,0.5065717415115005,0.005011892626571526
2015-01-02 17:00:00+01:00,394.0,0.0,0.0,3696.0,1047.0,195.0,0.0,0.0,0.0,,1760.0,1295.0,3102.0,0.0,7105.0,44.0,59.0,2053.0,185.0,0.0,12077.0,1786.0,,12102.0,27981.0,27157.0,9.98,72.85,0.3926788685524126,0.6073211314475874,0.03110690036317701,0.0,0.09545220019164148,0.201769220762326,0.0,0.14331588132635253,0.0,0.49599572877736253,0.004784688995215311
2015-01-02 18:00:00+01:00,410.0,0.0,0.0,4760.0,1178.0,199.0,0.0,0.0,0.0,,595.0,1324.0,3886.0,0.0,7106.0,44.0,64.0,769.0,178.0,0.0,11276.0,618.0,,11451.0,30136.0,29045.0,33.15,82.55,0.4316535231134192,0.5683464768865808,0.02954954954954955,0.0,0.08952599905335046,0.22396403665494785,0.0,0.054025572572713225,0.0,0.45576169112000325,0.00473057875674477
2015-01-02 19:00:00+01:00,435.0,0.0,0.0,6030.0,1345.0,205.0,0.0,0.0,0.0,,78.0,1352.0,5553.0,0.0,7104.0,44.0,68.0,266.0,199.0,0.0,10510.0,170.0,,10619.0,32754.0,31967.0,50.0,83.33,0.4508169490501646,0.5491830509498354,0.028316625439395914,0.0,0.08305178450764789,0.271142578125,0.0,0.01750806292371487,0.0,0.4131776545976334,0.004534844948316105
2015-01-02 20:00:00+01:00,435.0,0.0,0.0,5973.0,1354.0,214.0,0.0,0.0,0.0,,68.0,1369.0,5604.0,0.0,7106.0,44.0,69.0,165.0,203.0,0.0,10406.0,104.0,,10216.0,33968.0,33266.0,52.01,83.23,0.4521279825147228,0.5478720174852771,0.028377584969665342,0.0,0.08417881079751584,0.27339252610010734,0.0,0.01095690284879474,0.0,0.41130434782608694,0.004611374724319989
2015-01-02 21:00:00+01:00,437.0,0.0,0.0,6082.0,1348.0,215.0,0.0,0.0,0.0,,68.0,1370.0,5902.0,0.0,7107.0,45.0,69.0,137.0,204.0,0.0,10445.0,93.0,,10470.0,33870.0,33668.0,50.01,79.06,0.4496567848685591,0.5503432151314409,0.028306775489052985,0.0,0.08368456416834646,0.28235181552887145,0.0,0.009050072664817017,0.0,0.4104770887369331,0.004578633045786331
2015-01-02 22:00:00+01:00,437.0,0.0,0.0,5747.0,1429.0,217.0,0.0,0.0,0.0,,68.0,1365.0,5347.0,0.0,7107.0,45.0,66.0,137.0,204.0,0.0,9976.0,92.0,,10112.0,32715.0,32426.0,45.8,76.2,0.4597998565950681,0.5402001434049318,0.028776504675358885,0.0,0.08470894874022589,0.26607285031847133,0.0,0.009203278248018271,0.0,0.40347826086956523,0.004454944313196085
2015-01-02 23:00:00+01:00,443.0,0.0,0.0,4177.0,1432.0,220.0,0.0,0.0,0.0,,68.0,1323.0,4969.0,0.0,7108.0,45.0,64.0,137.0,203.0,0.0,9527.0,81.0,,9560.0,30052.0,29705.0,41.74,71.75,0.4447180248246087,0.5552819751753912,0.0325066040504843,0.0,0.09119106699751861,0.27371378208659247,0.0,0.010283741180003003,0.0,0.419469883761888,0.004830553249301834
2015-01-03 00:00:00+01:00,478.0,0.0,0.0,3801.0,1798.0,246.0,0.0,0.0,0.0,,502.0,1423.0,3719.0,0.0,7096.0,78.0,76.0,62.0,201.0,0.0,9264.0,2.0,,9313.0,26323.0,25564.0,35.62,66.82,0.4680971602577721,0.5319028397422279,0.0348956051978391,0.0,0.09717953971180769,0.21955251195466083,0.0,0.00466797169101039,0.0,0.412026329834549,0.005716004813477738
2015-01-03 01:00:00+01:00,463.0,0.0,0.0,3812.0,1351.0,245.0,0.0,0.0,0.0,,1048.0,1392.0,3482.0,0.0,7095.0,78.0,68.0,62.0,198.0,0.0,9135.0,0.0,,9215.0,24301.0,23584.0,27.1,63.35,0.466710492677404,0.533289507322596,0.034964506872073704,0.0,0.09822877707995202,0.21413197220343153,0.0,0.004828284401526361,0.0,0.41685680386967233,0.005293064528683739
2015-01-03 02:00:00+01:00,452.0,0.0,0.0,3745.0,1258.0,244.0,0.0,0.0,0.0,,1880.0,1296.0,3060.0,0.0,7096.0,79.0,66.0,61.0,201.0,0.0,9362.0,0.0,,9196.0,22651.0,22194.0,25.0,58.79,0.4689078751857355,0.5310921248142645,0.0345697896749522,0.0,0.09311013722250161,0.19511573040872282,0.0,0.004809208451592557,0.0,0.42583579713440983,0.005201355504767909
2015-01-03 03:00:00+01:00,454.0,0.0,0.0,3638.0,1196.0,244.0,0.0,0.0,0.0,,2441.0,1245.0,2474.0,0.0,7098.0,79.0,68.0,61.0,208.0,0.0,9628.0,2.0,,9502.0,21785.0,21296.0,20.01,57.44,0.4722085401432198,0.5277914598567802,0.03514748006503058,0.0,0.09082287715202801,0.16562897502845284,0.0,0.0048706483551580965,0.0,0.4358335973926033,0.0054265421754049956
2015-01-03 04:00:00+01:00,449.0,0.0,0.0,3515.0,1138.0,202.0,0.0,0.0,0.0,,2767.0,1221.0,2266.0,0.0,7097.0,78.0,67.0,61.0,201.0,0.0,9607.0,2.0,,9617.0,21418.0,21145.0,17.1,55.29,0.4722029186935372,0.5277970813064629,0.03541009463722398,0.0,0.09076717216770741,0.15630820169690282,0.0,0.004962577286039701,0.0,0.43992123820862716,0.005448040331761262
2015-01-03 05:00:00+01:00,453.0,0.0,0.0,3626.0,1180.0,189.0,0.0,0.0,0.0,,2953.0,1212.0,2449.0,0.0,7098.0,79.0,66.0,61.0,188.0,0.0,9666.0,1.0,,9619.0,21317.0,21316.0,17.22,56.22,0.4705524041573076,0.5294475958426923,0.0353547178646687,0.0,0.08930150309460655,0.16537240867040312,0.0,0.00491103775863457,0.0,0.4388450013620267,0.005311443746982134
2015-01-03 06:00:00+01:00,458.0,0.0,0.0,3556.0,1246.0,188.0,0.0,0.0,0.0,,2744.0,1215.0,2620.0,0.0,7099.0,77.0,68.0,61.0,187.0,0.0,9743.0,1.0,,9733.0,21768.0,21674.0,20.14,58.13,0.465834527490761,0.534165472509239,0.03575052689095309,0.0,0.08954893867924528,0.17498163360715954,0.0,0.004913806992105687,0.0,0.44093953656770457,0.0054745994686418165
2015-01-03 07:00:00+01:00,452.0,0.0,0.0,3524.0,1175.0,190.0,0.0,0.0,0.0,,2279.0,1295.0,2559.0,0.0,7098.0,77.0,67.0,63.0,186.0,0.0,9401.0,37.0,,9455.0,22276.0,22127.0,19.87,62.06,0.4695825506957488,0.5304174493042512,0.035584947252401196,0.0,0.09560723514211886,0.17280032412721993,0.0,0.00511654349061967,0.0,0.4342062722276107,0.005439636275066981
2015-01-03 08:00:00+01:00,438.0,0.0,0.0,4000.0,1249.0,190.0,0.0,0.0,0.0,,2152.0,1295.0,3335.0,0.0,7097.0,77.0,66.0,233.0,186.0,0.0,8363.0,364.0,,8564.0,22674.0,22756.0,20.22,67.36,0.4824531644615326,0.5175468355384674,0.03308906852005741,0.0,0.09188307081027387,0.2067063344489897,0.0,0.017879066912216083,0.0,0.39518949059635194,0.005130198212203653
2015-01-03 09:00:00+01:00,433.0,0.0,0.0,4157.0,1415.0,226.0,0.0,0.0,0.0,,1081.0,1380.0,4229.0,0.0,7097.0,76.0,68.0,820.0,197.0,0.0,7924.0,1080.0,,8062.0,24595.0,24654.0,25.22,69.21,0.4699164941831418,0.5300835058168581,0.03183589441952798,0.0,0.09485839978003849,0.24308788871644538,0.0,0.05862167572204747,0.0,0.3756874644414944,0.005137503777576307
2015-01-03 10:00:00+01:00,419.0,0.0,0.0,3960.0,1597.0,249.0,0.0,0.0,0.0,,341.0,1421.0,4827.0,0.0,7097.0,76.0,68.0,1665.0,205.0,0.0,7592.0,2015.0,,7573.0,26431.0,26454.0,25.13,70.35,0.4518782561009049,0.5481217438990952,0.030802028964199073,0.0,0.09729544676480657,0.268002887124535,0.0,0.11212876287965519,0.0,0.3654216403542549,0.005131300935707818
2015-01-03 11:00:00+01:00,431.0,0.0,0.0,3622.0,1569.0,250.0,0.0,0.0,0.0,,325.0,1424.0,4429.0,0.0,7093.0,76.0,71.0,2488.0,202.0,0.0,7874.0,2935.0,,7689.0,27260.0,26959.0,27.1,68.77,0.4338785600596024,0.5661214399403975,0.03254549573359511,0.0,0.10002809778027535,0.25688765152833365,0.0,0.16261437908496731,0.0,0.38064391375809725,0.0055111387099278115
2015-01-03 12:00:00+01:00,425.0,0.0,0.0,3138.0,1379.0,247.0,0.0,0.0,0.0,,409.0,1417.0,4309.0,0.0,7094.0,76.0,64.0,3218.0,202.0,0.0,8192.0,3406.0,,8082.0,27165.0,26716.0,28.71,68.82,0.4077819965726958,0.5922180034273042,0.03383488575750338,0.0,0.10455249760200694,0.262024931590149,0.0,0.2095870782857887,0.0,0.4029909484454939,0.005245901639344262
